bag_id,batch_id
bag_0080,batch_05 batch_32 batch_05 batch_05 batch_05 batch_32 batch_07 batch_32 batch_32 batch_07 batch_05 batch_32 batch_05 batch_07 batch_05 batch_07 batch_05 batch_05 batch_05 batch_07 batch_05 batch_32 batch_05 batch_32 batch_32 batch_05 batch_07 batch_07 batch_32 batch_07 batch_32 batch_32 batch_07
bag_0081,batch_33 batch_33 batch_11 batch_33 batch_33 batch_11 batch_11 batch_11 batch_33 batch_33 batch_11 batch_33 batch_11 batch_33 batch_33 batch_11 batch_11 batch_11
bag_0082,batch_31 batch_28 batch_33 batch_33 batch_31 batch_31 batch_28 batch_28 batch_31 batch_28 batch_31 batch_31 batch_31 batch_28 batch_05 batch_05 batch_05 batch_31 batch_33 batch_31 batch_33 batch_33 batch_33 batch_05 batch_28 batch_31 batch_05 batch_33 batch_33 batch_33 batch_28 batch_05 batch_31 batch_31 batch_33 batch_33 batch_05 batch_05 batch_31 batch_28
bag_0083,batch_08 batch_13 batch_01 batch_08 batch_01 batch_01 batch_08 batch_13 batch_08 batch_13 batch_01 batch_08 batch_01 batch_01 batch_08 batch_13 batch_13 batch_13 batch_08 batch_08 batch_08 batch_08 batch_13 batch_01 batch_01 batch_13 batch_13
bag_0084,batch_19 batch_01 batch_19 batch_08 batch_08 batch_08 batch_08 batch_08 batch_08 batch_19 batch_19 batch_01 batch_01 batch_01 batch_19 batch_17 batch_01 batch_01 batch_17 batch_19 batch_19 batch_08 batch_19 batch_01 batch_17 batch_19 batch_17 batch_19 batch_01 batch_01 batch_01 batch_08 batch_01 batch_17 batch_19 batch_08 batch_17 batch_19 batch_19 batch_17 batch_01 batch_01 batch_19 batch_17 batch_17 batch_01
bag_0085,batch_28 batch_30 batch_17 batch_30 batch_28 batch_17 batch_17 batch_17 batch_28 batch_28 batch_30 batch_30 batch_30 batch_28 batch_28 batch_30 batch_17 batch_17 batch_17 batch_28 batch_30 batch_28 batch_28 batch_30 batch_30 batch_17 batch_17 batch_30 batch_17 batch_17 batch_28 batch_17 batch_28 batch_30 batch_17 batch_17
bag_0086,batch_01 batch_16 batch_16 batch_16 batch_01 batch_01 batch_01 batch_16 batch_01 batch_16 batch_16 batch_16 batch_01 batch_01 batch_01 batch_01 batch_01 batch_01 batch_16 batch_01 batch_16 batch_01
bag_0087,batch_31 batch_31 batch_31 batch_07 batch_07 batch_29 batch_07 batch_29 batch_31 batch_31 batch_07 batch_29 batch_07 batch_29 batch_32 batch_07 batch_32 batch_31 batch_29 batch_31 batch_32 batch_32 batch_29 batch_07 batch_32 batch_31 batch_29 batch_31 batch_29 batch_29 batch_31 batch_32 batch_29 batch_29 batch_07 batch_07 batch_31 batch_32 batch_07 batch_07 batch_32 batch_31
bag_0088,batch_33 batch_13 batch_14 batch_13 batch_33 batch_13 batch_13 batch_13 batch_14 batch_14 batch_13 batch_13 batch_33 batch_13 batch_14 batch_14 batch_13 batch_33 batch_33 batch_14 batch_14 batch_14 batch_33 batch_13 batch_33 batch_33 batch_33 batch_14 batch_13 batch_13 batch_33
bag_0089,batch_05 batch_32 batch_05 batch_32 batch_32 batch_05 batch_05 batch_32 batch_32 batch_05 batch_05 batch_05 batch_32 batch_32 batch_05 batch_32
bag_0090,batch_13 batch_29 batch_19 batch_13 batch_13 batch_29 batch_19 batch_13 batch_29 batch_19 batch_19 batch_29 batch_29 batch_30 batch_30 batch_30 batch_19 batch_29 batch_29 batch_19 batch_13 batch_30 batch_13 batch_30 batch_30 batch_19 batch_13 batch_13 batch_30 batch_13 batch_29 batch_30 batch_19 batch_19 batch_30 batch_13 batch_19 batch_29
bag_0091,batch_16 batch_16 batch_16 batch_33 batch_33 batch_16 batch_16 batch_16 batch_16 batch_33 batch_16 batch_16 batch_33 batch_16 batch_33 batch_33 batch_33 batch_33 batch_33 batch_33 batch_16 batch_16 batch_33 batch_33 batch_16 batch_33 batch_16
bag_0092,batch_14 batch_14 batch_05 batch_14 batch_11 batch_11 batch_11 batch_14 batch_14 batch_05 batch_29 batch_14 batch_29 batch_05 batch_29 batch_11 batch_11 batch_05 batch_05 batch_29 batch_29 batch_14 batch_29 batch_11 batch_05 batch_14 batch_05 batch_11 batch_11 batch_05 batch_14 batch_05 batch_29 batch_14 batch_05 batch_29 batch_14 batch_05 batch_14 batch_29 batch_29 batch_14 batch_05 batch_29
bag_0093,batch_31 batch_16 batch_16 batch_31 batch_31 batch_01 batch_31 batch_01 batch_16 batch_01 batch_01 batch_16 batch_31 batch_31 batch_31 batch_31 batch_16 batch_31 batch_31 batch_16 batch_16 batch_16 batch_01 batch_01 batch_01 batch_01 batch_16 batch_16 batch_01 batch_16 batch_31 batch_16 batch_16 batch_31
bag_0094,batch_05 batch_32 batch_05 batch_05 batch_32 batch_32 batch_32 batch_05 batch_05 batch_05 batch_32 batch_32 batch_32 batch_05 batch_32 batch_05 batch_05 batch_05 batch_05
bag_0095,batch_01 batch_14 batch_17 batch_17 batch_01 batch_14 batch_07 batch_01 batch_14 batch_01 batch_17 batch_17 batch_07 batch_14 batch_01 batch_17 batch_07 batch_14 batch_01 batch_01 batch_07 batch_07 batch_01 batch_01 batch_07 batch_01 batch_17 batch_01 batch_01 batch_01 batch_07 batch_17 batch_07 batch_17 batch_07 batch_07 batch_14 batch_14 batch_14 batch_07 batch_01
bag_0096,batch_17 batch_11 batch_19 batch_11 batch_11 batch_19 batch_19 batch_19 batch_17 batch_17 batch_11 batch_17 batch_11 batch_11 batch_19 batch_17 batch_11 batch_17 batch_11 batch_11 batch_17 batch_11 batch_17 batch_11 batch_19 batch_19 batch_19 batch_17 batch_17 batch_19
bag_0097,batch_14 batch_14 batch_28 batch_17 batch_17 batch_17 batch_28 batch_17 batch_13 batch_28 batch_28 batch_14 batch_13 batch_17 batch_17 batch_17 batch_17 batch_13 batch_28 batch_17 batch_13 batch_13 batch_28 batch_14 batch_28 batch_14 batch_17 batch_13 batch_17 batch_17 batch_17 batch_14 batch_13 batch_28 batch_14 batch_13 batch_28 batch_28 batch_13 batch_28 batch_13 batch_28 batch_28 batch_14 batch_13 batch_13 batch_17 batch_14
bag_0098,batch_31 batch_05 batch_31 batch_05 batch_05 batch_32 batch_31 batch_31 batch_31 batch_31 batch_05 batch_31 batch_32 batch_05 batch_32 batch_05 batch_31 batch_05 batch_32 batch_05 batch_31 batch_32 batch_05 batch_31 batch_05 batch_32 batch_31 batch_32 batch_31 batch_32 batch_05 batch_05 batch_05 batch_32 batch_32 batch_31 batch_32 batch_05
bag_0099,batch_29 batch_14 batch_14 batch_29 batch_29 batch_29 batch_14 batch_29 batch_14 batch_29 batch_29 batch_14 batch_29 batch_29 batch_29 batch_14 batch_29 batch_14 batch_29 batch_14 batch_29 batch_14 batch_14 batch_29
bag_0100,batch_05 batch_16 batch_16 batch_13 batch_05 batch_13 batch_05 batch_13 batch_05 batch_16 batch_16 batch_11 batch_11 batch_05 batch_13 batch_13 batch_05 batch_13 batch_16 batch_05 batch_11 batch_05 batch_05 batch_13 batch_16 batch_11 batch_11 batch_13 batch_11 batch_13 batch_11 batch_16 batch_11 batch_11 batch_16 batch_11 batch_05 batch_16 batch_11 batch_05 batch_16 batch_11 batch_11
bag_0101,batch_17 batch_28 batch_17 batch_28 batch_17 batch_28 batch_28 batch_07 batch_28 batch_17 batch_07 batch_28 batch_07 batch_07 batch_07 batch_07 batch_07 batch_17 batch_07 batch_17 batch_17 batch_07 batch_28 batch_28 batch_28 batch_28 batch_28 batch_07 batch_17 batch_28 batch_28 batch_28 batch_07
bag_0102,batch_05 batch_05 batch_32 batch_32 batch_05 batch_05 batch_32 batch_32 batch_32 batch_32 batch_05 batch_05 batch_32 batch_32 batch_32 batch_05 batch_05
bag_0103,batch_16 batch_33 batch_32 batch_33 batch_32 batch_33 batch_33 batch_05 batch_32 batch_05 batch_33 batch_33 batch_32 batch_33 batch_16 batch_33 batch_16 batch_32 batch_33 batch_32 batch_16 batch_33 batch_05 batch_16 batch_05 batch_32 batch_05 batch_32 batch_16 batch_16 batch_32 batch_05 batch_05 batch_16 batch_16 batch_05 batch_33 batch_05 batch_33
bag_0104,batch_05 batch_30 batch_30 batch_30 batch_05 batch_05 batch_30 batch_30 batch_30 batch_05 batch_05 batch_05 batch_30 batch_05 batch_05 batch_05 batch_30 batch_05 batch_30 batch_30 batch_05 batch_05 batch_05 batch_30 batch_05 batch_30 batch_30 batch_30
bag_0105,batch_11 batch_29 batch_17 batch_11 batch_17 batch_29 batch_17 batch_29 batch_33 batch_17 batch_11 batch_17 batch_17 batch_17 batch_33 batch_33 batch_29 batch_17 batch_29 batch_33 batch_29 batch_29 batch_11 batch_17 batch_29 batch_17 batch_29 batch_29 batch_11 batch_17 batch_33 batch_11 batch_11 batch_29 batch_11 batch_33 batch_33 batch_17 batch_11 batch_11 batch_33 batch_33 batch_33 batch_17 batch_33 batch_11
bag_0106,batch_17 batch_19 batch_17 batch_30 batch_19 batch_19 batch_17 batch_30 batch_19 batch_30 batch_19 batch_17 batch_30 batch_19 batch_17 batch_19 batch_30 batch_19 batch_30 batch_17 batch_19 batch_19 batch_17 batch_17 batch_17 batch_17 batch_17 batch_19 batch_17 batch_30 batch_19 batch_30 batch_19 batch_19 batch_17
bag_0107,batch_33 batch_07 batch_33 batch_07 batch_33 batch_33 batch_33 batch_07 batch_07 batch_07 batch_07 batch_07 batch_33 batch_33 batch_07 batch_07 batch_07 batch_33 batch_07 batch_07 batch_07
bag_0108,batch_29 batch_05 batch_33 batch_05 batch_30 batch_33 batch_33 batch_05 batch_29 batch_30 batch_05 batch_05 batch_29 batch_33 batch_33 batch_30 batch_29 batch_05 batch_30 batch_29 batch_05 batch_05 batch_33 batch_29 batch_05 batch_05 batch_30 batch_30 batch_33 batch_33 batch_30 batch_30 batch_33 batch_05 batch_29 batch_29 batch_33 batch_05 batch_29 batch_29 batch_33 batch_33
bag_0109,batch_11 batch_11 batch_28 batch_07 batch_11 batch_11 batch_28 batch_11 batch_11 batch_28 batch_07 batch_11 batch_07 batch_11 batch_11 batch_28 batch_07 batch_11 batch_11 batch_07 batch_28 batch_11 batch_28 batch_07 batch_07 batch_28 batch_28 batch_07 batch_11 batch_11
