line_id,canonical
L062017,ts=2025-05-08T19:14:00Z|dev=PMP-8083|site=ANC1|temp_c=0.4|pres_kpa=407.6|status=FAULT
L062018,ts=2025-02-05T00:45:33Z|dev=PMP-8422|site=IND2|temp_c=79.5|pres_kpa=630.0|status=OK
L062019,ts=2025-02-13T23:27:43Z|dev=FAN-8153|site=ANC1|temp_c=84.3|pres_kpa=877.4|status=OK
L062020,ts=2025-02-24T22:45:06Z|dev=PMP-7277|site=UK1|temp_c=19.1|pres_kpa=623.6|status=OK
L062021,ts=2025-02-28T23:31:53Z|dev=PMP-7064|site=SEA2|temp_c=85.5|pres_kpa=445.0|status=OK
L062022,ts=2025-04-03T10:01:00Z|dev=FAN-7679|site=IND2|temp_c=65.5|pres_kpa=170.4|status=OK
L062023,ts=2025-03-15T11:21:14Z|dev=VLV-9641|site=PHX1|temp_c=58.5|pres_kpa=742.3|status=OK
L062024,ts=2025-03-29T01:27:00Z|dev=PMP-8374|site=CHL3|temp_c=27.2|pres_kpa=117.5|status=FAULT
L062025,ts=2025-03-11T08:37:37Z|dev=VLV-8385|site=SEA2|temp_c=6.4|pres_kpa=848.2|status=OK
L062026,ts=2025-04-23T07:39:00Z|dev=CMP-8220|site=MID9|temp_c=-4.9|pres_kpa=607.6|status=OK
L062027,ts=2025-02-18T09:52:15Z|dev=VLV-8005|site=BRZ2|temp_c=19.5|pres_kpa=296.0|status=OK
L062028,REJECT
L062029,ts=2025-05-02T00:13:00Z|dev=CMP-9364|site=NE2|temp_c=17.4|pres_kpa=247.2|status=OK
L062030,ts=2025-05-30T23:57:00Z|dev=VLV-7011|site=DEN3|temp_c=30.2|pres_kpa=236.6|status=OK
L062031,ts=2025-02-17T07:12:45Z|dev=VLV-7514|site=BKK1|temp_c=87.4|pres_kpa=486.7|status=FAULT
L062032,ts=2025-03-14T23:53:00Z|dev=VLV-7336|site=PAC8|temp_c=63.6|pres_kpa=764.3|status=WARN
L062033,ts=2025-05-18T13:08:55Z|dev=FAN-7714|site=CHL3|temp_c=73.2|pres_kpa=679.1|status=OK
L062034,ts=2025-05-21T03:52:16Z|dev=CMP-9128|site=FRA3|temp_c=18.7|pres_kpa=665.1|status=WARN
L062035,ts=2025-04-02T18:44:23Z|dev=VLV-9931|site=BKK1|temp_c=4.4|pres_kpa=875.7|status=OK
L062036,ts=2025-02-25T07:06:15Z|dev=CMP-8317|site=BRZ2|temp_c=43.6|pres_kpa=473.1|status=OK
L062037,ts=2025-03-16T01:00:00Z|dev=PMP-8528|site=SYD3|temp_c=75.5|pres_kpa=214.3|status=OK
L062038,ts=2025-03-22T08:29:33Z|dev=PMP-9367|site=CAI1|temp_c=59.4|pres_kpa=633.6|status=OK
L062039,ts=2025-02-03T01:08:32Z|dev=FAN-8763|site=CHL3|temp_c=41.9|pres_kpa=245.1|status=OK
L062040,ts=2025-05-07T23:25:00Z|dev=VLV-9186|site=BKK1|temp_c=63.9|pres_kpa=592.5|status=WARN
L062041,ts=2025-05-06T11:57:41Z|dev=PMP-7329|site=JPN1|temp_c=33.7|pres_kpa=870.2|status=OK
L062042,ts=2025-03-31T03:33:00Z|dev=FAN-7568|site=UK4|temp_c=32.7|pres_kpa=842.4|status=OK
L062043,ts=2025-05-29T16:27:00Z|dev=VLV-9047|site=NE7|temp_c=29.2|pres_kpa=833.9|status=OK
L062044,ts=2025-03-18T21:09:45Z|dev=CMP-7421|site=FRA3|temp_c=34.0|pres_kpa=606.0|status=OK
L062045,ts=2025-04-16T12:59:00Z|dev=CMP-7287|site=UK4|temp_c=83.1|pres_kpa=177.3|status=OK
L062046,ts=2025-03-03T17:59:00Z|dev=CMP-7895|site=GER1|temp_c=52.1|pres_kpa=108.0|status=OK
L062047,ts=2025-02-14T04:04:33Z|dev=PMP-8277|site=FRA3|temp_c=-2.5|pres_kpa=567.8|status=OK
L062048,ts=2025-05-04T00:08:00Z|dev=CMP-8602|site=NFL1|temp_c=60.4|pres_kpa=237.4|status=OK
L062049,ts=2025-04-21T18:43:59Z|dev=PMP-8764|site=MID1|temp_c=48.6|pres_kpa=893.9|status=OK
L062050,REJECT
L062051,ts=2025-02-02T13:45:05Z|dev=CMP-9836|site=POL2|temp_c=5.7|pres_kpa=669.7|status=OK
L062052,ts=2025-04-26T13:27:39Z|dev=PMP-9206|site=JPN1|temp_c=10.5|pres_kpa=442.6|status=OK
L062053,ts=2025-04-11T03:10:53Z|dev=FAN-8640|site=NE7|temp_c=27.3|pres_kpa=390.0|status=OK
L062054,ts=2025-02-07T21:49:34Z|dev=PMP-8620|site=TEX2|temp_c=81.7|pres_kpa=287.4|status=OK
L062055,ts=2025-04-05T07:07:33Z|dev=FAN-9451|site=TEX2|temp_c=86.7|pres_kpa=248.6|status=WARN
L062056,ts=2025-03-27T14:16:00Z|dev=VLV-7001|site=UK4|temp_c=30.1|pres_kpa=620.5|status=FAULT
L062057,ts=2025-03-02T16:25:00Z|dev=CMP-7409|site=ICE1|temp_c=70.0|pres_kpa=576.2|status=OK
L062058,ts=2025-02-28T13:42:18Z|dev=FAN-8202|site=NE7|temp_c=1.9|pres_kpa=527.7|status=WARN
L062059,ts=2025-03-09T10:21:00Z|dev=CMP-9357|site=GER1|temp_c=24.6|pres_kpa=546.5|status=WARN
L062060,ts=2025-02-24T22:07:37Z|dev=FAN-9368|site=NZL1|temp_c=5.4|pres_kpa=435.4|status=OK
L062061,ts=2025-02-09T02:04:40Z|dev=VLV-8252|site=ATL4|temp_c=20.4|pres_kpa=255.2|status=OK
L062062,ts=2025-04-19T18:30:00Z|dev=CMP-8767|site=TEX2|temp_c=70.5|pres_kpa=467.6|status=FAULT
L062063,ts=2025-02-16T05:52:00Z|dev=FAN-9952|site=NFL1|temp_c=89.3|pres_kpa=604.0|status=OK
L062064,ts=2025-05-26T05:05:41Z|dev=CMP-9495|site=PHX1|temp_c=13.7|pres_kpa=163.1|status=OK
L062065,ts=2025-04-02T03:04:00Z|dev=FAN-8753|site=SEA2|temp_c=36.8|pres_kpa=706.4|status=OK
L062066,ts=2025-03-27T19:24:00Z|dev=PMP-7873|site=JPN1|temp_c=23.1|pres_kpa=362.9|status=OK
L062067,ts=2025-03-10T06:22:00Z|dev=CMP-8132|site=PAC8|temp_c=73.1|pres_kpa=647.1|status=OK
L062068,ts=2025-02-28T01:57:36Z|dev=FAN-8689|site=PAC5|temp_c=58.3|pres_kpa=378.9|status=FAULT
L062069,ts=2025-05-11T00:11:00Z|dev=PMP-8091|site=ATH2|temp_c=30.5|pres_kpa=521.8|status=OK
L062070,ts=2025-05-02T06:56:00Z|dev=VLV-7383|site=ATH2|temp_c=67.8|pres_kpa=877.6|status=OK
L062071,ts=2025-05-03T04:52:24Z|dev=VLV-9234|site=FIN1|temp_c=75.3|pres_kpa=579.1|status=FAULT
L062072,ts=2025-02-08T00:57:34Z|dev=PMP-9981|site=UAE3|temp_c=76.0|pres_kpa=707.0|status=WARN
L062073,ts=2025-03-23T06:43:00Z|dev=PMP-9833|site=ICE1|temp_c=74.6|pres_kpa=255.8|status=OK
L062074,ts=2025-05-31T19:55:34Z|dev=PMP-9833|site=JPN1|temp_c=75.8|pres_kpa=319.6|status=OK
L062075,ts=2025-02-11T00:40:00Z|dev=PMP-8133|site=PHX1|temp_c=21.6|pres_kpa=612.7|status=OK
L062076,ts=2025-05-30T21:33:34Z|dev=VLV-7592|site=CHL3|temp_c=38.0|pres_kpa=810.5|status=OK
L062077,ts=2025-02-02T01:51:00Z|dev=FAN-7333|site=SEA2|temp_c=69.4|pres_kpa=675.6|status=OK
L062078,ts=2025-04-15T09:06:01Z|dev=FAN-9005|site=IRL2|temp_c=86.6|pres_kpa=844.9|status=OK
L062079,ts=2025-03-25T21:29:00Z|dev=VLV-7304|site=NFL1|temp_c=36.0|pres_kpa=127.6|status=OK
L062080,ts=2025-04-27T01:35:00Z|dev=PMP-8121|site=SYD3|temp_c=11.7|pres_kpa=685.6|status=OK
L062081,ts=2025-05-29T01:34:00Z|dev=FAN-8444|site=UK4|temp_c=90.9|pres_kpa=573.1|status=OK
L062082,ts=2025-03-02T15:01:34Z|dev=VLV-7928|site=BKK1|temp_c=21.8|pres_kpa=574.8|status=OK
L062083,ts=2025-03-05T13:17:33Z|dev=CMP-9153|site=GER1|temp_c=35.6|pres_kpa=646.4|status=OK
L062084,ts=2025-04-03T16:44:00Z|dev=FAN-8424|site=FRA3|temp_c=3.0|pres_kpa=450.2|status=OK
L062085,ts=2025-03-25T07:34:43Z|dev=VLV-7223|site=JPN1|temp_c=88.3|pres_kpa=863.7|status=OK
L062086,ts=2025-05-27T14:07:09Z|dev=FAN-8846|site=SEA2|temp_c=36.4|pres_kpa=99.0|status=WARN
L062087,ts=2025-05-12T03:18:00Z|dev=FAN-9701|site=PHX1|temp_c=79.2|pres_kpa=483.6|status=OK
L062088,ts=2025-02-14T16:35:00Z|dev=VLV-9618|site=PAC8|temp_c=76.4|pres_kpa=826.3|status=OK
L062089,ts=2025-03-13T18:19:23Z|dev=VLV-8547|site=MID1|temp_c=78.5|pres_kpa=845.4|status=OK
L062090,ts=2025-02-05T13:26:49Z|dev=CMP-9989|site=HAW2|temp_c=56.5|pres_kpa=813.4|status=WARN
L062091,ts=2025-04-04T00:27:00Z|dev=VLV-7388|site=ATH2|temp_c=12.8|pres_kpa=102.6|status=OK
L062092,ts=2025-04-10T21:41:00Z|dev=CMP-7238|site=PER4|temp_c=54.0|pres_kpa=872.7|status=OK
L062093,ts=2025-02-24T03:05:00Z|dev=FAN-9599|site=PAC5|temp_c=82.9|pres_kpa=459.9|status=OK
L062094,ts=2025-03-17T13:17:00Z|dev=FAN-9393|site=PAC5|temp_c=53.8|pres_kpa=883.5|status=OK
L062095,ts=2025-04-06T17:57:53Z|dev=FAN-9247|site=UK4|temp_c=57.1|pres_kpa=722.7|status=OK
L062096,ts=2025-02-04T08:11:00Z|dev=CMP-7119|site=UK1|temp_c=60.1|pres_kpa=845.4|status=OK
L062097,ts=2025-05-19T12:14:01Z|dev=CMP-8341|site=CAI1|temp_c=25.7|pres_kpa=442.6|status=OK
L062098,ts=2025-04-09T17:04:00Z|dev=PMP-9692|site=DEN3|temp_c=37.1|pres_kpa=663.9|status=OK
L062099,ts=2025-03-14T09:11:17Z|dev=FAN-7619|site=BRZ2|temp_c=94.3|pres_kpa=613.2|status=OK
L062100,ts=2025-04-07T17:44:10Z|dev=VLV-9056|site=MID9|temp_c=44.2|pres_kpa=312.1|status=OK
L062101,ts=2025-04-04T10:14:13Z|dev=PMP-8596|site=HAW2|temp_c=76.4|pres_kpa=639.6|status=OK
L062102,ts=2025-02-18T15:28:00Z|dev=VLV-8481|site=HAW2|temp_c=83.7|pres_kpa=322.7|status=WARN
L062103,ts=2025-05-22T13:34:23Z|dev=VLV-8652|site=PER4|temp_c=12.3|pres_kpa=769.8|status=OK
L062104,ts=2025-03-14T08:31:17Z|dev=VLV-8268|site=JPN1|temp_c=65.9|pres_kpa=355.5|status=OK
L062105,ts=2025-02-03T02:21:00Z|dev=VLV-9825|site=PHX1|temp_c=67.3|pres_kpa=177.9|status=WARN
L062106,ts=2025-02-22T05:27:00Z|dev=CMP-9504|site=SIN2|temp_c=72.9|pres_kpa=786.7|status=OK
L062107,ts=2025-04-17T18:42:00Z|dev=CMP-8521|site=SIN2|temp_c=-2.2|pres_kpa=839.7|status=OK
L062108,ts=2025-02-05T20:51:51Z|dev=FAN-7279|site=PAC8|temp_c=-2.4|pres_kpa=385.6|status=OK
L062109,ts=2025-04-14T08:28:00Z|dev=VLV-9521|site=UK1|temp_c=82.2|pres_kpa=686.8|status=OK
L062110,ts=2025-03-17T06:15:00Z|dev=VLV-9461|site=GER1|temp_c=-4.9|pres_kpa=660.0|status=OK
L062111,ts=2025-04-24T14:10:00Z|dev=PMP-9712|site=POL2|temp_c=56.3|pres_kpa=273.8|status=OK
L062112,ts=2025-04-06T00:29:00Z|dev=CMP-7063|site=JPN1|temp_c=83.4|pres_kpa=275.4|status=OK
L062113,ts=2025-05-24T03:02:00Z|dev=CMP-8248|site=ICE1|temp_c=86.8|pres_kpa=82.4|status=WARN
L062114,REJECT
L062115,ts=2025-03-16T04:39:00Z|dev=FAN-7058|site=ICE1|temp_c=77.3|pres_kpa=284.4|status=OK
L062116,ts=2025-04-20T11:06:00Z|dev=CMP-8719|site=MID9|temp_c=55.1|pres_kpa=528.2|status=OK
L062117,ts=2025-02-26T04:55:13Z|dev=CMP-8161|site=IRL2|temp_c=74.8|pres_kpa=643.4|status=OK
L062118,ts=2025-05-18T17:01:37Z|dev=CMP-8575|site=POL2|temp_c=39.7|pres_kpa=274.8|status=OK
L062119,ts=2025-05-26T11:14:51Z|dev=PMP-8841|site=BRZ2|temp_c=55.6|pres_kpa=153.4|status=OK
L062120,ts=2025-05-08T11:51:50Z|dev=VLV-7743|site=TEX2|temp_c=6.7|pres_kpa=490.5|status=OK
L062121,ts=2025-05-15T12:58:11Z|dev=CMP-9650|site=ICE1|temp_c=67.3|pres_kpa=97.2|status=WARN
L062122,ts=2025-05-08T01:06:00Z|dev=FAN-7868|site=PER4|temp_c=62.9|pres_kpa=684.1|status=FAULT
L062123,ts=2025-02-07T03:32:11Z|dev=CMP-7583|site=JPN1|temp_c=32.8|pres_kpa=325.4|status=WARN
L062124,ts=2025-03-06T13:32:33Z|dev=VLV-7052|site=SYD3|temp_c=72.6|pres_kpa=477.4|status=FAULT
L062125,ts=2025-03-07T08:21:00Z|dev=VLV-7612|site=TEX2|temp_c=43.5|pres_kpa=714.3|status=OK
L062126,ts=2025-05-27T16:50:02Z|dev=FAN-7062|site=ARG1|temp_c=62.5|pres_kpa=527.5|status=WARN
L062127,ts=2025-02-12T14:29:00Z|dev=VLV-9494|site=NZL1|temp_c=88.3|pres_kpa=204.0|status=WARN
L062128,ts=2025-03-09T08:15:44Z|dev=CMP-9223|site=MID9|temp_c=19.5|pres_kpa=134.4|status=OK
L062129,ts=2025-04-27T04:28:34Z|dev=PMP-8580|site=SIN2|temp_c=46.2|pres_kpa=322.6|status=OK
L062130,ts=2025-03-23T23:33:22Z|dev=PMP-9082|site=BRZ2|temp_c=79.8|pres_kpa=551.0|status=OK
L062131,ts=2025-05-26T10:55:00Z|dev=CMP-7928|site=SEA2|temp_c=46.1|pres_kpa=172.2|status=WARN
L062132,ts=2025-05-30T14:57:51Z|dev=PMP-8370|site=ATL4|temp_c=72.4|pres_kpa=662.5|status=OK
L062133,ts=2025-04-23T08:32:26Z|dev=VLV-9833|site=DEN3|temp_c=48.0|pres_kpa=749.1|status=OK
L062134,ts=2025-03-23T17:59:29Z|dev=VLV-8123|site=BRZ2|temp_c=5.5|pres_kpa=727.1|status=OK
L062135,ts=2025-05-09T20:20:00Z|dev=FAN-7218|site=SEA2|temp_c=51.4|pres_kpa=121.2|status=OK
L062136,ts=2025-04-21T15:20:00Z|dev=FAN-9282|site=UK1|temp_c=70.0|pres_kpa=298.1|status=OK
L062137,ts=2025-02-12T12:26:00Z|dev=FAN-8096|site=MID1|temp_c=42.3|pres_kpa=532.9|status=OK
L062138,ts=2025-04-27T17:33:00Z|dev=CMP-7617|site=IRL2|temp_c=91.4|pres_kpa=190.6|status=OK
L062139,REJECT
L062140,ts=2025-05-29T20:53:57Z|dev=FAN-9116|site=UAE3|temp_c=17.1|pres_kpa=338.8|status=OK
L062141,ts=2025-03-17T01:32:41Z|dev=VLV-9019|site=MID9|temp_c=2.8|pres_kpa=489.7|status=OK
L062142,ts=2025-05-09T14:01:35Z|dev=PMP-7003|site=ATL4|temp_c=54.1|pres_kpa=421.7|status=WARN
L062143,ts=2025-03-18T13:37:26Z|dev=PMP-9139|site=IND2|temp_c=31.9|pres_kpa=170.1|status=OK
L062144,ts=2025-05-17T18:37:00Z|dev=FAN-9803|site=FRA3|temp_c=67.3|pres_kpa=585.0|status=FAULT
L062145,ts=2025-03-20T11:18:35Z|dev=CMP-8768|site=PAC5|temp_c=65.1|pres_kpa=311.7|status=OK
L062146,ts=2025-05-28T07:40:12Z|dev=CMP-8116|site=DEN3|temp_c=12.9|pres_kpa=395.5|status=OK
L062147,ts=2025-04-02T21:32:00Z|dev=PMP-7798|site=NFL1|temp_c=12.4|pres_kpa=93.6|status=OK
L062148,ts=2025-04-28T22:22:44Z|dev=CMP-7317|site=ATH2|temp_c=14.2|pres_kpa=751.0|status=OK
L062149,REJECT
L062150,ts=2025-04-27T05:11:05Z|dev=CMP-9468|site=SYD3|temp_c=67.6|pres_kpa=478.8|status=OK
L062151,ts=2025-05-17T13:57:00Z|dev=FAN-8842|site=UK4|temp_c=79.7|pres_kpa=811.2|status=FAULT
L062152,ts=2025-02-01T16:31:15Z|dev=CMP-7100|site=ATH2|temp_c=14.5|pres_kpa=359.3|status=OK
L062153,ts=2025-03-18T02:51:06Z|dev=VLV-7898|site=POL2|temp_c=40.3|pres_kpa=406.9|status=OK
L062154,ts=2025-04-28T08:04:27Z|dev=CMP-8021|site=FIN1|temp_c=38.1|pres_kpa=867.3|status=OK
L062155,ts=2025-03-13T04:17:01Z|dev=CMP-8975|site=MID1|temp_c=26.2|pres_kpa=111.7|status=OK
L062156,ts=2025-02-06T14:32:00Z|dev=VLV-9562|site=PER4|temp_c=59.2|pres_kpa=543.2|status=WARN
L062157,ts=2025-04-01T13:43:00Z|dev=CMP-9306|site=ATH2|temp_c=30.9|pres_kpa=183.2|status=OK
L062158,ts=2025-04-13T07:57:00Z|dev=CMP-7351|site=GER1|temp_c=64.4|pres_kpa=112.1|status=WARN
L062159,ts=2025-03-21T21:43:00Z|dev=FAN-8621|site=FIN1|temp_c=54.0|pres_kpa=730.2|status=OK
L062160,ts=2025-05-17T13:57:24Z|dev=PMP-9700|site=POL2|temp_c=69.9|pres_kpa=680.2|status=OK
L062161,ts=2025-03-03T04:40:00Z|dev=CMP-9803|site=NFL1|temp_c=37.0|pres_kpa=426.4|status=FAULT
L062162,ts=2025-02-11T20:11:00Z|dev=FAN-8121|site=PAC8|temp_c=67.9|pres_kpa=752.5|status=OK
L062163,ts=2025-02-08T02:13:55Z|dev=CMP-8950|site=SIN2|temp_c=17.3|pres_kpa=492.8|status=OK
L062164,ts=2025-02-20T08:20:00Z|dev=PMP-9648|site=ATL4|temp_c=26.7|pres_kpa=699.5|status=OK
L062165,ts=2025-05-01T12:50:00Z|dev=VLV-8422|site=TEX2|temp_c=25.5|pres_kpa=559.3|status=OK
L062166,ts=2025-04-30T04:22:00Z|dev=CMP-9070|site=BKK1|temp_c=75.5|pres_kpa=851.9|status=OK
L062167,ts=2025-03-19T15:12:40Z|dev=PMP-8252|site=CHL3|temp_c=87.7|pres_kpa=242.7|status=OK
L062168,ts=2025-05-30T23:09:00Z|dev=CMP-8427|site=MID9|temp_c=94.0|pres_kpa=191.2|status=OK
L062169,ts=2025-04-10T12:54:00Z|dev=PMP-8639|site=JPN1|temp_c=38.3|pres_kpa=229.0|status=OK
L062170,ts=2025-04-22T23:21:00Z|dev=VLV-8331|site=TEX2|temp_c=86.2|pres_kpa=271.9|status=OK
L062171,ts=2025-03-10T01:21:39Z|dev=CMP-7102|site=PAC8|temp_c=90.0|pres_kpa=426.9|status=OK
L062172,ts=2025-02-19T15:32:00Z|dev=FAN-8801|site=ARG1|temp_c=79.8|pres_kpa=814.9|status=OK
L062173,ts=2025-05-24T21:24:00Z|dev=VLV-8519|site=ICE1|temp_c=18.0|pres_kpa=467.7|status=WARN
L062174,ts=2025-02-04T21:21:00Z|dev=PMP-9855|site=SYD3|temp_c=85.6|pres_kpa=845.6|status=WARN
L062175,ts=2025-05-21T23:09:00Z|dev=FAN-8212|site=PAC5|temp_c=82.8|pres_kpa=691.2|status=OK
L062176,ts=2025-04-20T11:18:00Z|dev=VLV-9736|site=MID1|temp_c=74.4|pres_kpa=173.2|status=FAULT
L062177,ts=2025-03-19T15:32:02Z|dev=CMP-8670|site=BKK1|temp_c=83.3|pres_kpa=300.8|status=OK
L062178,ts=2025-05-02T08:57:00Z|dev=CMP-9067|site=CAI1|temp_c=51.0|pres_kpa=688.6|status=OK
L062179,REJECT
L062180,ts=2025-05-08T10:19:00Z|dev=PMP-9278|site=DEN3|temp_c=19.9|pres_kpa=542.4|status=FAULT
L062181,ts=2025-05-18T03:10:59Z|dev=VLV-7189|site=UK1|temp_c=42.2|pres_kpa=786.4|status=OK
L062182,ts=2025-04-25T13:50:00Z|dev=CMP-9555|site=NE2|temp_c=48.8|pres_kpa=456.0|status=OK
L062183,ts=2025-03-17T11:23:05Z|dev=CMP-8394|site=SYD3|temp_c=88.5|pres_kpa=312.4|status=OK
L062184,ts=2025-05-24T17:14:00Z|dev=FAN-9660|site=ATL4|temp_c=86.2|pres_kpa=883.2|status=OK
L062185,ts=2025-04-11T06:00:28Z|dev=CMP-9599|site=GER1|temp_c=61.2|pres_kpa=213.6|status=OK
L062186,ts=2025-05-31T22:51:55Z|dev=PMP-7021|site=BKK1|temp_c=37.4|pres_kpa=786.3|status=OK
L062187,ts=2025-04-25T20:14:26Z|dev=FAN-7912|site=ANC1|temp_c=-0.7|pres_kpa=201.8|status=OK
L062188,ts=2025-04-04T07:19:46Z|dev=FAN-7645|site=FIN1|temp_c=58.2|pres_kpa=529.7|status=OK
L062189,ts=2025-02-02T20:38:52Z|dev=PMP-9630|site=CHL3|temp_c=-3.6|pres_kpa=594.4|status=WARN
L062190,ts=2025-05-15T23:23:00Z|dev=VLV-7324|site=GER1|temp_c=78.5|pres_kpa=206.6|status=OK
L062191,ts=2025-05-01T08:39:00Z|dev=CMP-8016|site=NZL1|temp_c=55.9|pres_kpa=738.3|status=FAULT
L062192,ts=2025-02-12T11:11:21Z|dev=CMP-8668|site=ATL4|temp_c=71.8|pres_kpa=318.1|status=OK
L062193,ts=2025-02-17T00:57:29Z|dev=VLV-7053|site=NE7|temp_c=48.5|pres_kpa=124.9|status=OK
L062194,REJECT
L062195,ts=2025-04-01T07:43:56Z|dev=CMP-7659|site=TEX2|temp_c=82.0|pres_kpa=211.4|status=OK
L062196,ts=2025-05-27T03:46:00Z|dev=VLV-8794|site=UK1|temp_c=48.5|pres_kpa=237.8|status=OK
L062197,ts=2025-05-08T00:15:43Z|dev=VLV-9474|site=MID9|temp_c=43.5|pres_kpa=301.7|status=FAULT
L062198,ts=2025-05-20T18:01:13Z|dev=VLV-7574|site=ANC1|temp_c=42.4|pres_kpa=509.7|status=OK
L062199,ts=2025-04-18T05:07:28Z|dev=FAN-7908|site=UK4|temp_c=63.5|pres_kpa=813.0|status=OK
L062200,ts=2025-05-25T18:43:08Z|dev=FAN-9352|site=SEA2|temp_c=1.7|pres_kpa=235.0|status=OK
L062201,ts=2025-04-22T18:16:32Z|dev=PMP-7215|site=CAI1|temp_c=-2.0|pres_kpa=477.3|status=OK
L062202,ts=2025-05-27T20:44:00Z|dev=VLV-9614|site=POL2|temp_c=5.8|pres_kpa=108.0|status=OK
L062203,ts=2025-04-25T23:07:18Z|dev=PMP-7444|site=IRL2|temp_c=43.3|pres_kpa=144.2|status=OK
L062204,ts=2025-04-17T14:00:00Z|dev=CMP-9646|site=IND2|temp_c=87.5|pres_kpa=545.1|status=FAULT
L062205,ts=2025-05-06T05:07:06Z|dev=FAN-9434|site=SEA2|temp_c=24.4|pres_kpa=200.5|status=OK
L062206,ts=2025-03-09T15:56:30Z|dev=PMP-7757|site=NFL1|temp_c=8.2|pres_kpa=104.0|status=WARN
L062207,ts=2025-03-26T22:46:26Z|dev=PMP-8419|site=PER4|temp_c=-1.6|pres_kpa=268.3|status=OK
L062208,ts=2025-05-18T11:46:18Z|dev=VLV-8046|site=MID1|temp_c=58.0|pres_kpa=392.4|status=OK
L062209,ts=2025-04-23T00:40:00Z|dev=VLV-8845|site=SEA2|temp_c=50.6|pres_kpa=690.7|status=OK
L062210,ts=2025-03-26T13:43:00Z|dev=CMP-7946|site=CHL3|temp_c=4.4|pres_kpa=495.8|status=OK
L062211,ts=2025-03-30T17:39:15Z|dev=PMP-7417|site=PAC5|temp_c=88.2|pres_kpa=678.9|status=OK
L062212,ts=2025-03-13T07:02:12Z|dev=PMP-9332|site=DEN3|temp_c=55.3|pres_kpa=122.6|status=OK
L062213,ts=2025-04-08T05:43:15Z|dev=CMP-9228|site=ANC1|temp_c=25.2|pres_kpa=321.9|status=OK
L062214,ts=2025-03-27T11:33:00Z|dev=FAN-7068|site=SEA2|temp_c=4.3|pres_kpa=870.5|status=OK
L062215,ts=2025-03-11T01:12:42Z|dev=CMP-7276|site=PAC5|temp_c=29.7|pres_kpa=290.8|status=WARN
L062216,ts=2025-05-11T22:17:23Z|dev=VLV-8068|site=CAI1|temp_c=64.9|pres_kpa=144.6|status=OK
L062217,ts=2025-04-12T22:41:00Z|dev=VLV-8482|site=GER1|temp_c=87.5|pres_kpa=232.6|status=OK
L062218,ts=2025-03-10T04:24:49Z|dev=VLV-9320|site=UK4|temp_c=45.6|pres_kpa=847.1|status=OK
L062219,REJECT
L062220,ts=2025-04-09T08:55:46Z|dev=VLV-9665|site=IRL2|temp_c=61.1|pres_kpa=899.4|status=OK
L062221,ts=2025-04-29T10:42:00Z|dev=PMP-9907|site=POL2|temp_c=24.1|pres_kpa=264.8|status=OK
L062222,ts=2025-02-16T12:02:00Z|dev=VLV-8226|site=BRZ2|temp_c=85.5|pres_kpa=482.1|status=WARN
L062223,ts=2025-03-11T13:11:15Z|dev=PMP-9320|site=UK4|temp_c=77.1|pres_kpa=383.5|status=OK
L062224,ts=2025-05-29T01:15:00Z|dev=FAN-8214|site=DEN3|temp_c=57.7|pres_kpa=157.7|status=OK
L062225,ts=2025-05-08T20:56:37Z|dev=CMP-9797|site=GER1|temp_c=27.9|pres_kpa=868.7|status=OK
L062226,ts=2025-04-29T20:09:19Z|dev=PMP-8569|site=ATL4|temp_c=27.3|pres_kpa=543.3|status=WARN
L062227,ts=2025-03-30T02:44:33Z|dev=CMP-7822|site=JPN1|temp_c=5.6|pres_kpa=791.0|status=OK
L062228,ts=2025-05-23T09:42:49Z|dev=PMP-9153|site=UAE3|temp_c=67.0|pres_kpa=604.6|status=OK
L062229,ts=2025-03-06T18:37:24Z|dev=PMP-9303|site=FRA3|temp_c=56.0|pres_kpa=448.4|status=OK
L062230,ts=2025-04-02T05:22:00Z|dev=VLV-9324|site=NZL1|temp_c=70.5|pres_kpa=217.6|status=OK
L062231,ts=2025-05-28T14:03:16Z|dev=FAN-8762|site=POL2|temp_c=92.0|pres_kpa=682.0|status=OK
L062232,ts=2025-03-09T11:14:00Z|dev=PMP-7045|site=IND2|temp_c=5.2|pres_kpa=564.4|status=OK
L062233,ts=2025-05-03T11:41:00Z|dev=VLV-7974|site=MID1|temp_c=77.4|pres_kpa=861.6|status=OK
L062234,ts=2025-04-02T15:36:00Z|dev=VLV-9208|site=GER1|temp_c=16.6|pres_kpa=620.4|status=OK
L062235,ts=2025-05-14T23:56:00Z|dev=PMP-8261|site=UAE3|temp_c=15.7|pres_kpa=592.5|status=OK
L062236,ts=2025-04-21T08:42:39Z|dev=FAN-9372|site=SIN2|temp_c=89.9|pres_kpa=159.2|status=WARN
L062237,ts=2025-05-09T09:50:54Z|dev=PMP-9299|site=CHL3|temp_c=93.8|pres_kpa=299.3|status=OK
L062238,REJECT
L062239,ts=2025-05-21T05:57:19Z|dev=CMP-8612|site=GER1|temp_c=19.0|pres_kpa=84.8|status=OK
L062240,ts=2025-02-16T18:01:06Z|dev=CMP-9430|site=NE2|temp_c=38.7|pres_kpa=597.1|status=WARN
L062241,ts=2025-05-13T19:25:47Z|dev=PMP-9878|site=IRL2|temp_c=27.5|pres_kpa=281.3|status=FAULT
L062242,ts=2025-03-01T17:24:22Z|dev=VLV-7237|site=UK1|temp_c=37.2|pres_kpa=248.6|status=OK
