row_id,phonemes,src_phonemes
test_000544,məʉ,moʊ
test_000545,ælbəm,ɛlbəm
test_000546,səʊl,sɐʉl
test_000547,ænti,ænti
test_000548,skelətəl,skɛlətəl
test_000549,tɛmpərərɪli,tɛmpəɹɛɹəli
test_000550,nɐʉn,nəʊn
test_000551,kɑnɪvɔ,kanɪvo
test_000552,tɐft,tʌft
test_000553,lɪbɪtiz,lɪbɚtiz
test_000554,vʌlnəɹəbɪləti,vɐlnəɹəbɪləti
test_000555,stɒpt,stɑpt
test_000556,kənsɪstəns,kənsɪstəns
test_000557,nɛtɪzən,netəzən
test_000558,dɪleɪ,dəlæɪ
test_000559,pɒsəbəl,pɔsəbəl
test_000560,bælniɒləd͡ʒi,bælniɑləd͡ʒi
test_000561,sænəti,sænəti
test_000562,ɹoʊl,ɹəʊl
test_000563,dəʊnʌt,doʊnʌt
test_000564,stɒpt,stɒpt
test_000565,ɛpləkæɪʃən,æplɪkeɪʃən
test_000566,nɛtɪzən,netɪzən
test_000567,daɪkɑtəməs,dɑekɔtəməs
test_000568,ɪmpəɹtɜɹbəbəl,ɪmpətɜbəbl̩
test_000569,bæɹən,bɛɹən
test_000570,lɑbi,lɒbi
test_000571,stɛɹwɛl,stewel
test_000572,wɛə,we
test_000573,njʊəɹəsθɛnɪk,nʊɹəsθɛnɪk
test_000574,ɑɹməməntɛɹiəm,ɑməməntɛəɹiəm
test_000575,kɑndoɹ,kɒndɔ
test_000576,ɹɔŋli,ɹɒŋli
test_000577,ɒfɪsəz,ɔfɪsɚz
test_000578,tɒpɪks,tɑpɪks
test_000579,ɹutɪlənt,ɹutələnt
test_000580,netəzən,netɪzən
test_000581,lɒbi,lɔbi
test_000582,wɒndəlʌst,wɑndɚlʌst
test_000583,æɹəʊ,æɹəʉ
test_000584,pɹɐʉkɹɛstənæɪʃən,pɹoʊkɹæstɪneɪʃən
test_000585,əlaɪnmənt,əlɑenmənt
test_000586,jukæɹiəʊt,jukæɹioʊt
test_000587,taʊəɹ,toʊəɹ
test_000588,pɹoʊkæɹioʊt,pɹəʊkæɹiəʊt
test_000589,ɡɹaʊlɚ,ɡɹaʊlə
test_000590,hɛŋ,hæŋ
test_000591,sɪlvəpɑst͡ʃə,sɪlvəpæst͡ʃəɹ
test_000592,pɜt,pɝt
test_000593,ɡɐvɘnmɘnt,ɡʌvɚnmənt
test_000594,hɑɹm,hɑm
test_000595,sob,sɔɹb
test_000596,klɒt,klɒt
test_000597,əblɪtəɹeɪtɪd,əblɪtəɹæɪtɪd
test_000598,pɔləsiz,pɑləsiz
test_000599,ɑkɪtaɪp,ɑɹkɪtaɪp
test_000600,sædə,sædɚ
test_000601,pɹaɪməɹi,pɹɑeməɹi
test_000602,ɪmjʊnɒlədʒi,ɪmjənɑlədʒi
test_000603,mɔnətəʉn,mɒnətəʊn
test_000604,sɜtɪfɪkeɪʃən,sɝtɪfɪkeɪʃən
test_000605,jʊəɹɪneɪtɚ,jʊəɹɪneɪtə
test_000606,ɹipəkɐʃən,ɹipɚkʌʃən
test_000607,kæntinə,kæntinə
test_000608,ɡlæd,ɡlɛd
test_000609,pɛɹəksɪzəm,pæɹəksɪzəm
test_000610,dɔɹmɪtɔɹi,domɪtɹi
test_000611,kɑmpəzɪʃən,kɒmpəzɪʃən
test_000612,ɪnfɹəstɹʌkt͡ʃɚ,ɪnfɹəstɹʌkt͡ʃə
test_000613,ɡæɡ,ɡɛɡ
test_000614,ɡɹæsp,ɡɹɑsp
test_000615,hɛɹəʊɪzəm,hɛɹoʊɪzəm
test_000616,medəʉ̯,mɛdoʊ̯
test_000617,bɪɡɚ,bɪɡə
test_000618,nɑɪ̯t,naɪ̯t
test_000619,boʊtaɪ,bəʊtaɪ
test_000620,kənɒnəkəl,kənɑnɪkəl
test_000621,kwɑdɹɪpəlid͡ʒɪk,kwɒdɹɪpəlidʒɪk
test_000622,bɹæ̝ɪ̯n,bɹeɪ̯n
test_000623,kɹɒsɪŋ,kɹɒsəŋ
test_000624,ɛəlum,ɛɚlum
test_000625,səbmɜd͡ʒ,səbmɝd͡ʒ
test_000626,læm,læm
test_000627,bɹeɪnt͡ʃaɪld,bɹeɪnt͡ʃaɪld
test_000628,ɛpləkæɪʃən,æpləkæɪʃən
test_000629,mæɡnælɪti,mæɡnælɪti
test_000630,bɑkɪŋ,bɑɹkɪŋ
test_000631,pæɹəɡoʊd͡ʒi,pæɹəɡəʊd͡ʒi
test_000632,pɹɑvəndɚ,pɹɒvɪndə
test_000633,fɒks,fɑks
test_000634,nɛnjəfɑɹ,nɛnjʊfɑ
test_000635,poʊlioʊ,pəʊljəʊ
test_000636,kɔmpæɔnd,kɒmpaʊnd
test_000637,dəzästə,dɪzɑstə
test_000638,hɛɹiə,hæɹiə
test_000639,tʃʉbøkjəlɐʉsəs,tʃʉbɜkjələʉsəs
test_000640,fɑli,fɔli
test_000641,pɑlətɪʃənz,pɒlɪtɪʃənz
test_000642,hɪkəp,hɪkəp
test_000643,ɛlbəm,ælbəm
test_000644,hjuɹɪstɪks,hjuɹɪstɪks
test_000645,mɐnəteɹi,mʌnɪtəɹi
test_000646,le,leɪ̯ɚ
test_000647,twɛntiəθ,twɛntiəθ
test_000648,kɒɹəspɒndɪŋ,kɔɹəspɑndɪŋ
test_000649,sɜtɪfɪkæɪʃən,sɜtɪfɪkeɪʃən
test_000650,kɒmpəzɪʃən,kɑmpəzɪʃən
test_000651,tɜmɪneɪtə,tɝmɪneɪtɚ
test_000652,sɝli,sɜli
test_000653,fʌlmɪneɪt,fʌlmɪneɪt
test_000654,mɪdəl,mɘdɘl
test_000655,fɔli,fɒli
test_000656,ɔtəmeɪʃən,ɔtəmeɪʃən
test_000657,bɐd͡ʒəɹiɡɐ,bʌd͡ʒəɹiɡɑɹ
test_000658,ɑɹkɪtaɪp,ɑkɪtaɪp
test_000659,sɔɹb,sob
test_000660,ɑtʌmnəl,ɔtʌmnəl
test_000661,fɛntɒləmin,fɛntɑləmin
test_000662,bɹeθ,bɹɛθ
test_000663,ɹoʊtɪfɚ,ɹəʊtɪfə
test_000664,peɪtɹiət,pæɪtɹiət
test_000665,stɛndədaɪzæɪʃən,stændədɑezæɪʃən
test_000666,pɹəʊ̯ɡɹæm,pɹoʊ̯ɡɹæm
test_000667,festəvəl,fɛstəvəl
test_000668,tʃʉbɜkjələʉsəs,tubɝkjʊloʊsɪs
test_000669,kɹɪdulɪti,kɹɪd͡ʒulɪti
test_000670,ɪnt͡ʃæntɪd,ɪnt͡ʃɑntɪd
test_000671,dəfɔɹm,dɪfɔm
test_000672,kɒɹɪspɒndəns,kɔɹɪspɔndəns
test_000673,skɛlɪtəl,skelətəl
test_000674,pɹæɪz,pɹeɪz
test_000675,æmbɪʃən,æmbɪʃən
test_000676,fəʊkəst,fəʉkəst
test_000677,fomətəv,fɔmətɪv
test_000678,klɒt,klɔt
test_000679,tɘɹiəɹiɘm,təɹɛɹiəm
test_000680,kɐʉl,kəʊl
test_000681,oʊhɑnə,əhɑnə
test_000682,leɪ̯ɚ,le
test_000683,ɹəføɹəl,ɹɪfɜɹəl
test_000684,ɛɚlum,ɛəlum
test_000685,ɑetəmz,aɪtəmz
test_000686,ɡlɒsəleɪliə,ɡlɑsəleɪliə
test_000687,kɔlɪd͡ʒɪz,kɒlɪd͡ʒɪz
test_000688,əɹəd͡ʒənəl,əɹɪd͡ʒɪnəl
test_000689,kɒmpjʊteɪʃənəl,kɔmpjʊtæɪʃənəl
test_000690,pəɹɔksɑed,pəɹɒksaɪd
test_000691,ɒbzəveɪʃn̩,ɑbzɚveɪʃn̩
test_000692,vʌlnəɹəbɪlɪti,vɐlnəɹəbɪləti
test_000693,kɛɹɪkət͡ʃʊɚ,kæɹɪkətʃʊə
test_000694,pæɪtɹiət,peɪtɹiət
test_000695,toɹəs,tɔɹəs
test_000696,pitə,pɪtə
test_000697,dɪspɹəpɔʃənətli,dəspɹəpoʃənətli
test_000698,əʊmɪk,oʊmɪk
test_000699,ɔɹməlu,ɔɹməlu
test_000700,livə,livə
test_000701,flunətɹæzəpæm,flunʌɪtɹeɪzɪpam
test_000702,mɔɡən,mɔɹɡən
test_000703,kændɪdəsi,kændɪdəsi
test_000704,dɑekɔtəməs,daɪkɑtəməs
test_000705,ɪvɑlv,ɪvɒlv
test_000706,ɪkwæɪʒən,ɪkweɪʒən
test_000707,stɛə,steə
test_000708,stæɪkhəʉldə,steɪkhəʊldə
test_000709,pɹoʊkɹæstɪneɪʃən,pɹɐʉkɹɛstənæɪʃən
test_000710,vʌlnəɹəbɪləti,vʌlnəɹəbɪlɪti
test_000711,faɪ̯ɚwɝks,faɪ̯əwɜks
test_000712,vælədɪktəɹi,vælɪdɪktəɹi
test_000713,sɪŋɡjəlɚli,sɪŋɡjʊləli
test_000714,kɔɹnfleɪks,kɔnfleɪks
test_000715,kəntɹəfaɪ,kʌntɹɪfʌɪ
test_000716,ælbəm,ælbəm
test_000717,pɹɔsɪkjʉʃən,pɹɒsəkjʉʃən
test_000718,kəmɪʃənɚz,kəmɪʃənəz
test_000719,viɪkl̩z,viəkl̩z
test_000720,læŋɡɚ,læŋɡə
test_000721,pɹɒbəbələstək,pɹɔbəbɪlɪstɪk
test_000722,hoʊməfoʊb,həʊməfəʊb
test_000723,lɛd͡ʒɪslətɪv,led͡ʒɪslətɪv
test_000724,mʌmɚ,mʌməɹ
test_000725,lɛkt͡ʃə,lekt͡ʃə
test_000726,æntisəʊʃəl,ɛntisɐʉʃəl
test_000727,ɹæɡ,ɹæɡ
test_000728,nɔmɪnæɪt,nɑmɪneɪt
test_000729,kəmpæɹɪsən,kəmpɛɹəsən
test_000730,ðemselvz,ðɛmsɛlvz
test_000731,kænjələ,kænjʊlə
test_000732,ɡɹəʊn,ɡɹoʊn
test_000733,stɹɒŋhəʊld,stɹɔŋhoʊld
test_000734,plænɪt,plɛnət
test_000735,sɑmbɚ,sɒmbə
test_000736,pɹəʉkɹæstɪnæɪʃən,pɹɐʉkɹɛstənæɪʃən
test_000737,hɛv,hæv
test_000738,kəʊwɜkər,koʊwɝkɚ
test_000739,kənɡlɑmɚət,kənɡlɔməɹət
test_000740,bɒskeɪ,bɑsk
test_000741,wəðstʊd,wɪðstʊd
test_000742,kəlɛps,kəlæps
test_000743,kɑmplɪmənts,kɒmplɪmənts
test_000744,ɡloʊd,ɡləʊd
test_000745,æmbɪɡjuəs,æmbɪɡjuəs
test_000746,kæləbɚ,kæləbəɹ
test_000747,tɹaɪpɒd,tɹaɪpɑd
test_000748,sɛvəd͡ʒ,sævɪd͡ʒ
test_000749,nʊɹəsθɛnɪk,njʊəɹəsθɛnɪk
test_000750,ɡʌvɚnmənt,ɡʌvəmənt
test_000751,æntisəʉʃəl,æntisoʊʃəl
test_000752,kɐvəɹɪdʒ,kʌvəɹɪdʒ
test_000753,θinə,θinɑɹ
test_000754,mʌf,mɐf
test_000755,koʊ̯stɚ,kəʊ̯stə
test_000756,be̝d,bed
test_000757,bɪliɡə,bɪliɡɚ
test_000758,snʉz,snuz
test_000759,kəʉv,koʊv
test_000760,ɹut,ɹut
test_000761,kənɡlɒməɹɪt,kənɡlɔməɹət
test_000762,sækɹɪfaɪsɪz,sɛkɹɪfɑe̯sɪz
test_000763,taɪɹəʊ,taɪɹoʊ
test_000764,ɪkweɪʒən,əkwæɪʒən
test_000765,ɡɛkoʊ,ɡɛkəʊ
test_000766,ɹɪfɜɹəl,ɹəføɹəl
test_000767,hæmpstə,hɛmpstə
test_000768,kɐstəmə,kʌstəmə
test_000769,fɹi,fɹi
test_000770,ɹufɚ,ɹufəɹ
test_000771,tʉfɐʉld,tufoʊld
test_000772,wɒʃɪz,wɑʃɪz
test_000773,sɛtʌp,sɛtʌp
test_000774,tɒtə,tɑtɚ
test_000775,fɑɹtlək,fɑtlɛk
test_000776,ɑɹkeɪɪk,ɑkeɪɪk
test_000777,ɛntisɐʉʃəl,æntisəʉʃəl
test_000778,pjʊɹəst,pjʊəɹəst
test_000779,ɛnəlɒɡ,ænəlɒɡ
test_000780,bɹaʊzəs,bɹaʊzəɹs
test_000781,ɡæŋɚ,ɡæŋə
test_000782,eɹɪθimə,ɛɹɪθimə
test_000783,ɪmidɪət,ɪmidiɪt
test_000784,ɹəvin,ɹəvin
test_000785,kɐʉkənɐt,kəʊkənʌt
test_000786,bəʊnz,boʊnz
test_000787,ɐkæɪɪk,ɑɹkeɪɪk
test_000788,ɛɚweɪ,ewæɪ
test_000789,mʌni,mʌni
test_000790,deɪnd͡ʒə,dæɪnd͡ʒə
test_000791,ɪkskɹuʃieɪtɪŋ,ɪkskɹuʃieɪtɪŋ
test_000792,ɹəʊ̯tʌnd,ɹoʊ̯tʌnd
test_000793,skaɪskɹeɪpɚ,skaɪskɹeɪpəɹ
test_000794,noʊtəbl̩,nəʊtəbl̩
test_000795,wilhæɔs,wilhaʊs
test_000796,æsɪdəʊfɪlɪk,æsɪdoʊfɪlɪk
test_000797,lɛə̯,le
test_000798,pɹɛzəveɪʃən,pɹezəvæɪʃən
test_000799,kəʊt͡ʃmən,koʊt͡ʃmən
test_000800,naɪtd͡ʒɑɹ,naɪtd͡ʒɑ
test_000801,ɛnimɔ,ɛnimɔɹ
test_000802,kɔɹɪspɔndəns,kɒɹəspɒndəns
test_000803,flɑks,flɒks
test_000804,vɪlɪd͡ʒə,vɪlɪd͡ʒɚ
test_000805,pɹivɪəs,pɹiviəs
test_000806,fəʉkəst,fɐʉkəst
test_000807,bɛm,bæm
test_000808,əʊvəɹiækt,oʊvəɹɹiækt
test_000809,pæɹəɡəʊd͡ʒi,pæɹəɡoʊd͡ʒi
test_000810,wɛðə,wɛðɚ
test_000811,ɡɛɡ,ɡæɡ
test_000812,ɪkweɪʒən,ɪkweɪʒən
test_000813,bɪstəʊ,bɪstoʊ
test_000814,kəʊkənʌt,kɐʉkənɐt
test_000815,səʉsiɔləd͡ʒi,sɐʉsiɒləd͡ʒi
test_000816,sɜkəmstæns,sɝkəmstæns
test_000817,pɑlətɪʃənz,pɔlɪtɪʃənz
test_000818,aɪtəmz,aɪtəmz
test_000819,ɛɹɪθimə,ɛɹɪθimə
test_000820,lɪniə,lɪniəɹ
test_000821,ɑkiɒləd͡ʒi,ɑɹkiɑləd͡ʒi
test_000822,pɹezəvæɪʃən,pɹɛzəveɪʃən
test_000823,ækjupʌŋkt͡ʃɜ,ækjupʌŋkt͡ʃɝ
test_000824,ɔdɪnæɹɪli,ɔɹdɪnɛɹɪli
test_000825,skeɪtbɔd,skeɪtbɔɹd
test_000826,aɪtəmz,aɪtəmz
test_000827,skɪpɚ,skɘpɘ
test_000828,bɪheɪvjəɹəl,bɪhæɪvjəɹəl
test_000829,fɒɹɪnəɹ,fɔɹɪnɚ
test_000830,jɝt,jɜt
test_000831,kɒntəmpleɪtɪd,kɑntəmpleɪtɪd
test_000832,nəʊtɪfɪkeɪʃn̩,noʊtɪfɪkeɪʃn̩
test_000833,pɹɒbləmz,pɹɑbləmz
test_000834,ɹəʊdənt,ɹəʉdənt
test_000835,lɔɹɪs,lɔɹɪs
test_000836,ʌnsɝtənti,ʌnsɜtənti
test_000837,ɑɹbɪtɚ,abɪtəɹ
test_000838,pəsjut,pəʃʉt
test_000839,nəʊmɒn,noʊmɑn
test_000840,pɹaɪməɹəli,pɹɑeməɹɪli
test_000841,pɐpət,pʌpɪt
test_000842,lɑɡɚ,lɒɡə
test_000843,məsɜ,məsʊɹ
test_000844,koʊt͡ʃmən,kəʊt͡ʃmən
test_000845,mæn,mæn
test_000846,hjuməɹ,hjumɚ
test_000847,ɡlæd,ɡlɛd
test_000848,dɹəvəl,dɹɪvəl
test_000849,əstø,əstɜ
test_000850,fɜɹi,fɜɹi
test_000851,pɛpɚ,pɛpə
test_000852,əlɑenmənt,əlaɪnmənt
test_000853,bʌd͡ʒəɹiɡɑɹ,bʌd͡ʒəɹiɡɑ
test_000854,fɪkst͡ʃɚ,fɪkst͡ʃə
test_000855,taɪpɑɡɹəfi,taɪpɒɡɹəfi
test_000856,sækəɹaɪn,sækəɹɪn
test_000857,spɑkəl,spɑɹkəl
test_000858,pleɪ̯smənt,plæ̝ɪ̯smənt
test_000859,kəʉkənɐt,koʊkənʌt
test_000860,fɹæɪ̯z,fɹeɪ̯z
test_000861,əkø,əkɝ
test_000862,pɛɹɪniəm,pɛɹɪniəm
test_000863,leɪbɚz,leɪbəz
test_000864,sɪɡnət͡ʃə,sɪɡnɪt͡ʃə
test_000865,kuθ,kuθ
test_000866,hɜbɛəɹiəm,hɝbɛɹiəm
test_000867,ɪnklud,ɪnklud
test_000868,mɐʉdəs,məʉdəs
test_000869,naɪtd͡ʒɑ,naɪtd͡ʒɑɹ
test_000870,vɒləntɪə,vɑləntɪɹ
test_000871,ɹɛd͡ʒɪstɚ,ɹed͡ʒɪstə
test_000872,ʌnpɹisədɛntəd,ʌnpɹesədentəd
test_000873,ɹɐʉdənt,ɹoʊdənt
test_000874,doʊnɚ,dəʉnə
test_000875,dɪsəɡɹimənt,dɪsəɡɹimənt
test_000876,tɹəvɝst,tɹəvɜst
test_000877,ɪɹɪspɑnsəbli,ɪɹɪspɒnsəbli
test_000878,lɛ̝ŋɡwɘd,læŋɡwəd
test_000879,ʃɑtɡʌn,ʃɔtɡɐ̞n
test_000880,hæɡ,hɛɡ
test_000881,ɪkweɪʒən,ɪkwæɪʒən
test_000882,əkjumjʊleɪtɪd,əkjumjəleɪtɪd
test_000883,fjunəɹəɹi,fjunəɹɛɹi
test_000884,ɹəspɒnsəbələti,ɹɪspɒnsəbɪlɪti
test_000885,ɡlɑsəleɪliə,ɡlɒsəleɪliə
test_000886,lɒŋɡətʃʉdənəl,lɒŋɡɪtjudɪnəl
test_000887,blɛəɹz,blez
test_000888,bɛd,bed
test_000889,ænətɔmɪkəl,ænətɒmɪkəl
test_000890,fɑeəɹwʊd,faɪəɹwʊd
test_000891,veɪkənsi,væɪkənsi
test_000892,fɹɐnt,fɹʌnt
test_000893,mʌɡəl,mʌɡl̩
test_000894,oɹɡənɪzeɪʃən,oɡənaɪzæɪʃən
test_000895,kəʊkənʌt,kəʉkənɐt
test_000896,dʌvkɑt,dʌvkɒt
test_000897,ɡɹoʊn,ɡɹɐʉn
test_000898,kəʉkənɐt,kəʊkənʌt
test_000899,əʊbeɪ,oʊbeɪ
test_000900,ɹɪdjusɪz,ɹədjʉsəz
test_000901,djuəʊdinəm,duədinəm
test_000902,kɪlɑmɪtəɹ,kəlɒmətə
test_000903,wilhaʊs,wilhaʊs
test_000904,pɹikəndɪʃən,pɹikəndəʃən
test_000905,spɛktækjəlɚ,spɛktækjʊlə
test_000906,bʌtɪnski,bʌtɪnski
test_000907,pɹoʊ̯ɡɹæm,pɹəʉɡɹæm
test_000908,nəʉmædɪk,noʊmædɪk
test_000909,ɪkskɹuʃieɪtɪŋ,əkskɹʉʃiæɪtɪŋ
test_000910,dəʊnə,dəʉnə
test_000911,ofəl,ɔfʊl
test_000912,kɑt͡ʃɪniəl,kɒt͡ʃɪnil
test_000913,ɑɹkeɪɪk,ɐkæɪɪk
test_000914,ɐmpɑeəɹ,ʌmpaɪɹ
test_000915,ɹepɹəzent,ɹepɹɪzent
test_000916,sɛksɛnɪəm,sɛksɛniəm
test_000917,ɛɡzɪɡjuɪti,ɛɡziɡjuiti
test_000918,kɔmpəzɪt,kɒmpəzɪt
test_000919,ɹʊəɹəl,ɹʊɹəl
test_000920,føɹi,fɜɹi
test_000921,pæɪtɹiət,pæɪtɹiət
test_000922,meɪlstɹəm,meɪlstɹəm
test_000923,stɛəwɛl,stɛɹwɛl
test_000924,kənvɝtɪd,kənvɜtɪd
test_000925,bɛɡ,bæɡ
test_000926,bleəz,blɛəɹz
test_000927,søkəs,sɝkəs
test_000928,ɪəɹɪŋ,ɪɹɪŋ
test_000929,haʊstɒp,haʊstɑp
test_000930,ɹɛfəɹi,ɹɛfəɹi
test_000931,saɪnəfoʊbiə,saɪnəfəʊbiə
test_000932,kʌmkwɒt,kʌmkwɑt
test_000933,ɡɹæn,ɡɹæn
test_000934,skləɹɑtɪk,skləɹɒtɪk
test_000935,nɑkʃəs,nɒkʃəs
test_000936,pɹəʊtəmin,pɹoʊtəmin
test_000937,kætəstɹɔfɪk,kætəstɹɒfɪk
test_000938,bʊədən,bʊɹdən
test_000939,lɔbi,lɑbi
test_000940,pəsɛnt,pɚsɛnt
test_000941,aɪtəmz,aɪtəmz
test_000942,pɹoʊ̯ɡɹæm,pɹəʊ̯ɡɹæm
test_000943,smɔl,smol
test_000944,vɑləntɪɹ,vɒləntɪə
test_000945,hɑɹmoʊniəs,hɑməʊniəs
test_000946,fomətəv,fomətɪv
test_000947,stɔ,stɔɹ
test_000948,ɹɛnəsɑns,ɹəneɪsəns
test_000949,pɐʃiɛlɘti,pɑɹʃiælɪti
test_000950,bʊʃ,bʊʃ
test_000951,tiliɒləd͡ʒi,tɛliɑləd͡ʒi
test_000952,aɪsoʊ,aɪsəʊ
test_000953,sʌðɚli,sʌðəli
test_000954,ɪnspɪɹeɪʃən,ɪnspɚeɪʃən
test_000955,ɹipɚkʌʃən,ɹipəkɐʃən
test_000956,wɔfɛə,wɔɹfɛɹ
test_000957,ɪmoʊʃənəl,ɪməʊʃənəl
test_000958,ɪlumɪneɪʃən,ɪljumɪneɪʃən
test_000959,kotɪsɔl,kotəsɒl
test_000960,ʌntoʊld,antəʉld
test_000961,slænt,slɑnt
test_000962,kotɪsɔl,kɔtɪsɒl
test_000963,eɪɡə,ɑɡɑɹ
test_000964,ʌntoʊld,ʌntəʊld
test_000965,kɹɔsɪŋ,kɹɑsɪŋ
test_000966,hɒmənɪm,hɑmənɪm
test_000967,səfaɪs,səfaɪs
test_000968,ɔtɪstɪk,ɔtɪstɪk
test_000969,tʃaɪld,tʃɑeld
test_000970,fəɹɒsɪti,fəɹɑsɪti
test_000971,lɛd͡ʒɪsleɪtɪv,led͡ʒɪslətɪv
test_000972,səpɹimʌm,səpɹimɐm
test_000973,supənjuməɹəɹi,supɚnjuməɹɛɹi
test_000974,æntisəʉʃəl,æntisəʊʃəl
test_000975,snʌf,snɐf
test_000976,mænjəfækt͡ʃəɹɪŋ,mænjʊfækt͡ʃəɹɪŋ
test_000977,ʌpɹut,ʌpɹut
test_000978,fleɪvə,flæɪvə
test_000979,ɔɹməlu,ɔɹməlu
test_000980,dɔɹmɪtɔɹi,dɔmɪtɹi
test_000981,lɛvɚ,livə
test_000982,θɪriæk,θɪərɪak
test_000983,blɒɡ,blɔɡ
test_000984,lɪbəɹeɪt,lɪbəɹeɪt
test_000985,sɪɡɑɹ,sɪɡɑɹ
test_000986,kənɔnɪkəl,kənɒnɪkəl
test_000987,məʉ,məʊ
test_000988,ɪɹɪŋ,ɪəɹɪŋ
test_000989,ədvænsɪŋ,ədvɑnsɪŋ
test_000990,kaɪɹəpɹæktəɹ,kaɪɹəpɹæktɚ
test_000991,steə,ste
test_000992,pɹəvəʊkt,pɹəvoʊkt
test_000993,bæntə,bæntə
test_000994,nəʉtəbəl,noʊtəbl̩
test_000995,smol,smɔl
test_000996,dɪskɐst,dɪskʌst
test_000997,mɛdəʊ̯,mɛdoʊ̯
test_000998,plʊɹə,plʊəɹə
test_000999,vudu,vudu
test_001000,lɑebɹeɹiən,laɪbɹɛə̯ɹiən
test_001001,pɑləsiz,pɔləsiz
test_001002,əʊvəsəʊl,oʊvɚsoʊl
test_001003,lænjəd,lænjɚd
test_001004,tæpəs,tæpæs
test_001005,daɪkɒtəməs,daɪkɑtəməs
test_001006,daɪæspɚə,daɪæspəɹə
test_001007,jɔl,jɔl
test_001008,pɒzɪtɪvɪzm,pɑzɪtɪvɪzm
test_001009,bɪnɑen,bɪnaɪn
test_001010,tæɡ,tæɡ
test_001011,dɪstɝb,dɪstɜb
test_001012,əbd͡ʒɛktɪv,ɒbd͡ʒɛktɪv
test_001013,beəli,bɛəli
test_001014,kənfjʉz,kənfjuz
test_001015,sækɹɪfɑesɪz,sɛkɹɪfɑe̯sɪz
test_001016,vɔwɚd,vɔwəd
test_001017,kəʊv,koʊv
test_001018,ɪntənet,ɪntɚnɛt
test_001019,ɐkiɒləd͡ʒi,ɐkiɔləd͡ʒi
test_001020,weɪd͡ʒɚ,wæɪd͡ʒəɹ
test_001021,bɹɪŋkmənʃɪp,bɹɪŋkmənʃɪp
test_001022,ɡɛkəʊ,ɡɛkoʊ
test_001023,æŋkɪləʊsɔərəs,æŋkəloʊsɔɹəs
test_001024,ɹɛɡ,ɹæɡ
test_001025,ɡlɐʉbəlaɪzæɪʃən,ɡləʉbəlɑezæɪʃən
test_001026,dɪleɪ,dəlæɪ
test_001027,sɜmɛt,sɝmɛt
test_001028,ɪnt͡ʃɑnt,ɪnt͡ʃænt
test_001029,plænjələ,plænjʊlə
test_001030,fɜvɪd,fɝvɪd
test_001031,tɔɹt͡ʃɚd,tɔt͡ʃəd
test_001032,ɐkiɒləd͡ʒi,ɑkiɒləd͡ʒi
test_001033,pjʉtətɪvli,pjutətɪvli
test_001034,ɪnvɛstɪt͡ʃɚ,ɪnvɛstɪt͡ʃə
test_001035,dɑm,dɒm
test_001036,dɹɪvəl,dɹəvəl
test_001037,kəʊ̯stə,koʊ̯stɚ
test_001038,ʃiθə,ʃiθəɹ
test_001039,ɑɹmɚd,ɑməd
test_001040,nɛsəsɛɹəli,nɛsəsəɹɪli
test_001041,tɝbjələnt,tøbjələnt
test_001042,əkskɹʉʃiæɪtɪŋ,ɪkskɹuʃieɪtɪŋ
test_001043,dɪskɹepənsi,dɪskɹɛpənsi
test_001044,foʊkəst,fəʉkəst
test_001045,fɛəɹiz,feəɹiz
test_001046,daɪhɑɹd,daɪhɑd
test_001047,kəʊl,kəʉl
test_001048,ɹɒb,ɹɒb
test_001049,daɪvød͡ʒənt,dɑevɜd͡ʒənt
test_001050,sɝkəs,søkəs
test_001051,tɹɪtiəm,tɹɪtiəm
test_001052,dɪskɹɪmənæɪt,dɪskɹɪməneɪt
test_001053,əljud,əlud
test_001054,d͡ʒiɪɒləd͡ʒi,d͡ʒiɔləd͡ʒi
test_001055,peɪtəntli,pætəntli
test_001056,ɛɡzɔɹt,ɛɡzɔt
test_001057,pɹɑvɝb,pɹɒvɜb
test_001058,jukæɹioʊt,jukæɹiəʊt
test_001059,dɪskɹɛpənsi,dəskɹepənsi
test_001060,dɪsəplənɛɹi,dɪsəplənəɹi
test_001061,lɑteɪ,lɑteɪ
test_001062,skləɹɒtɪk,skləɹɑtɪk
test_001063,ɡɹanəɹi,ɡɹænəɹi
test_001064,ɑkiɒləd͡ʒɪst,ɑɹkiɑləd͡ʒɪst
test_001065,fɒks,fɒks
test_001066,pɹeɪz,pɹæɪz
test_001067,mɪʃənɛɹiz,mɪʃənəɹiz
test_001068,dəspɹəpoʃənətli,dɪspɹəpoʃənətli
test_001069,flæʃlaɪt,flæʃlɑet
test_001070,mɒnətɐʉn,mɔnətəʉn
test_001071,t͡ʃeɪ̯mbə,t͡ʃeɪ̯mbɚ
test_001072,kɔɹɔɪd,kɔɹɔɪd
test_001073,bɪə̯,bɪɚ
test_001074,kwæɡmaɪɹ,kwæɡmaɪəɹ
test_001075,fɒksi,fɑksi
test_001076,fɛəɹiz,fɛəɹiz
test_001077,dez,dɛəz
test_001078,pɹədusɚ,pɹədjʉsə
test_001079,ɹʊɹəl,ɹʊəɹəl
test_001080,tɛləfoʊn,tɛlɪfəʊn
test_001081,pɹoʊzɪt,pɹəʊzɪt
test_001082,kɔɹɪspɔndəns,kɒɹɪspɒndəns
test_001083,mɑniməlimniən,mɒnɪməʊlɪmnɪən
test_001084,mʌstə,mɐstə
test_001085,məʉdəs,moʊdəs
test_001086,ɛɡzɛmplɑɹ,ɛɡzɛmplə
