row_id,text,batch_id
train_00220," mat 1 recommendations on local gov ernment boundaries and bound ary changes received from the public before January 14 would ; be used by the Commission in preparing proposals to be sub mitted to the Legislature The Commission must submit propos | ed boundaries and proposed boundary changes to the Legis lators within the first 10 days of the session. The session meets on jJanuary 25. | Choquette, in his opening re I marks, stated that Governor Egan had informed the members of! the Commission that the State | desired to assist the people in i establishing ""home rule” type of i local government just as soon , as possible and that the Execu- i tive branch of the State govern- j i ment would expect to lead its ' j assistance to local people to ac complish this goal. Representative James Hurley ! introduced the members of the Commission, and prior to the meeting, arranged f",batch_21
train_00221,"spoke at the December 16 meet ing of the Mutanuska Valley Chamber of Commerce and an swered a number of questions pertaining to boroughs. He point ed out that during the past two weeks he has spoken on this subject to over 200 persons at six different meetings. It is hoped, Hurley stated, that various committees that have been named following some of the meetings, will come up with a unified proposal regarding borough boundaries in this area. These committees have been con tacting as many persons as pos sible and speaking to groups in a",batch_21
train_00222," a d 0 « 0» b • B 66 • 8 a 4, 9 A® As 6 • « a O. 4 •6 »• 8 Thought of the Week: If dodging work is a paying iouiness, inere should be many millionaires around. Tur DNTIEDCAAAN r PALMER SCHOOLS VOLUME 14 NUMBER 44 I J.’eI ‘8 I IL.IWIVI/ 11 ‘ PUBLISHED Of THE INTEREST OF THE MATANUSKA VALLEY L. PALMER. ALASKA. THURSDAY. DECEMBER 28. 1M1 TWELVE PAGES RE.OPEL TUESDAY.",batch_21
train_00223," the American Society of Agricultural Engineers held in 12-15. December Chicago Branton is an agricultural en gineer with the Alaska Agri cultural Experiment Station. This is the first ASAE win ter meeting to include agricul tural engineering exposition, with the lates in farm equip ment and structure components on display. The winter meeting covered four major divisions; power and machinery, electric power and processing, farm structures, and soil and water conservation. More than 130 papers were read on agricultural engineer ing subject",batch_21
train_00224,"e modern farm was thoroughly covered at the meeting. Theme of the general session was ""The Next 10 Years—Challenge and Re sponse,"" with _Newman A. Hall, chairman of the mechan ical engineering department at Yale University and Ross J. Martin, director of the engin eering experiment station at the University of Illinois, as principal speake",batch_21
train_00225,"ol student councils in Western Alaska will be held in Anchorage January 29 and 30. Meetings will be held in the West Anchorage high school building. All council members have been invited to partici pate. Members of each school council will participate in sep arate topic discussion groups. Specific problems of each school will lx? discussed by sep arate topic discussion groups, with each group representing one or more student from each school. Students will be permit ted to participate in their choice of topic discussions. The main points of each discussion will be summarized and presented to the general assembly. The purpose of the annual conference is to exchange ideas and poli",batch_21
train_00226,"nnual senior ball will be held this evening in Elks ■ hall, starting at nine o'clock and ending at midnight. Prior to the ball a turkey dinner will be served. Blue and silver decorations will be used, following the Christmas Shadows theme sel ected for the semi-formal ball. Music will be furnished by the Overton",batch_21
train_00227,"New Years Em Part, LITTLE J SUSITNA LOME FREE Plarmigan Foed I i FUN FOR ALL UN • AA:.t.",batch_21
train_00228,S. OUR TYPE IS COLD C-o-o-o-o-o-ld Weather,batch_21
train_00229,"cord sub zero temperatures being exper ienced in the valley area, as well as throughout a good share of the State, temperatures are remaining surprisingly stable. Weather figures seem to have taken place of the universal language as neighbors and workers compare thermometer readings. Great variations have been noted in the various sec tions of the valley. To give readers an idea of how the temperatures have been running, the following readings were furnished by Dr. Curtis Dearborn of the Alaska Agricultural Experiment Sta tion. Readings were taken at the Experiment farm, located ",batch_21
train_00230,"Mio. December 15 : December 16 December 17 December 18 December 19 December 20 December 21 December 22. December 23 December 24. , December 25 December 26 _17 _17 _ 5 _ 9 _ 6 — 14 —12 _ -2 _-5 _ -9 . -13 . -18 -6 -7 -10 -9 -9 -16 -10 -15 -15 20 -27 30 ... and it was mighty cold I yesterday and again today. The weather forecasters say, with tongue in cheek, that we should be getting a break in the wea 1 ther soon. Fairbanks has ha",batch_21
train_00231,"ported to State and City po lice during the nast week. Reported the morning of De cember 21 was a break-in at the Wasilla Launder Center where from $50-$60 was taken, the machine mutilated cigarette and window’s broken. State Po lice have arrested Spencer Dean Burt, 22, of Wasilla and charged him with breaking and entry and larceny. He was committed to Federal j",batch_21
train_00232,"A Benefit Film To Be Shown Tonight i The Palmer P-TA benefit movie, “Friendly Persuader”■ was shown this afternoon at a ’ matinee in Central gym and will be showen again at eight, o'clock tonight. The film stars Gary Cooper. Dorothy McGuire and Marjor- ■ ie Main, all popular film stars, | aiu is vascu OH a wunes icuTi* ■ ily, caught in the backlash of | the Civil War. The film is high- i ly recommended as family show. a good i Admission will be $1 for ] adults and 50 cents for child ren. Those who have not pur-! chased tickets before this eve- | ! ning may get them at the door. ’ All proceeds from the film i showing will g",batch_21
train_00233, at -30 Patients at Hospital 1 Firemen of the Pilmer ! Fire Department were coil* ■ ed out last night in 30 be- i low sero weather on a fire call at the Felatea Trailer j Court where as extensien cord being used to carry electricity to a thaw wire basame nvarhentad No dem age was reperted. according to Fire caw Noel Woods,batch_21
train_00234,"m of $292.90 was taken from a small cabinet-type safe in the grocery department of the Co Op Trading Post. Forced entry was made through a rear door in the building. City Police also were notified of a break-in at Kirk’s Sales and Service on the same date, although nothing was taken, a closed, but empty cash register was pried open. These recent three break-ins brings the total to seven with in the past few weeks in the valley area. Arrest has been made in only the Wasilla Launder Center break-",batch_21
train_00235,"s ever alert to promote the welfare and assist in the commercial and in dustrial progress of Arizona. Terms: $2.50 per year, f 1.50 for six months, $1.00 for three months. HOLBROOK, The county seat of tLe growing and prosperous county of Navajo, is pushing tot ho front as oua of the first-class counties. ""The Akgcs"" is at the wheel and will assist the ""car of progress"" along. ""i 'Volume I. H0LBR00K, ARIZONA, THURSDAY, DECEMBER, 12, 1895. N",batch_25
train_00236," Cal STATIONS. Lv. ..CMeago. . . Ar Lv Kansas City Ar Lv...Denver. ...Ar Lv . A Ibuq'rque. Ar Ch'o At'ne BAÜTWABD. Id I UOp I loa 100p I lOp P i Bp lOp I lOp tp t tea i 4Sa 4!m Urn l 2Ue i 40p tli)p fnu I Mu Exp ie uop 1 Kp i oop a OUa 8 2&a. 10a. 12 SO,) 1 Up, Wp. S OUp. 7 40p. 1 56a 40a. a. Kid Ja S UOp 8 tOa OUa 4 CBa 10 tup 1 OUa 8 15p 8 15p 8 0-p wingate tsallup. Holbrook . Wiuluv Flagstaff Williams Ash Pork. Kingraan Needles Blake. Daggett Ar...Barstow.. .Lv Ar.. . Mojavew. .Lv árUasorelM Lv Ar JSan Diera. X Ar San FranVo Lr 1 Kd .12 20a .11 top . 8 45p Up 5 40p 12 aup 10 OUa 8 80a t 45a 8 20a 8 00p SSOp 10 40a 9 Ha 7 27a 6 06a 4 50a ii ro 8 &5p 7 2&p 2 P 2 lOp 10 Oua 11 4Sa, 12 lip e oop 3 10 45a fVMKR OR WISTKK. The Santa Vé Route is the moat oomfort- tilc Railway between California and the hast. The meals at Harvey's Dining; Rooms are a excellent feature of the line, and are only Inalied by those serred on the new Dining ars which are carried on all limited trains. The Grand CaBon of the Colorado ean be sac bed in no other way. JHO. J. BYRJTB. - Oenl Pass. Agent, Loa Angeles, Cal C H. SPKEKS. ss't Geu'l Pass. Agent, San Francisco, CaL H. H. TAN SLYCK, Gent Agent, Albuquerque, Lie, ft. M. 11, P. dP. Railway. "" TIME TABLE. 1 effect Norember 18, 1895. Mountain time. o. 1.. OITH. ISam STATIONS. o. 2. XOBTH. Lv. Ah Fork. Ar i 20pm Meath 8 06pm Wick low 4 52pm ...Rock Butte...: 4 40pm ..Cedar Glade. 4 15pm Valley. 8 Mpn Del Rio 8 Sown Aera OUara. i Mam Item Jerome J a notion 8 tspm 127! 41. -Granit.. , 8 16pm Massicka. .: 8 02pm -Whipple 2 47pm Lv I i Ar 2 45pm Ar J ITeaeott j Lr , K)pnl Iron Springs 1 82pm Summit.... 1 ftOpm .Ramsgate 1 22pm Skull YaJlev....$ft- Kirkland 12 20pm .Grand View. 11 Ham Hillside 11 7am Date Creek Jl 13am Martinea 10 Ham I ( 10am i 40am l&am : 01pm 20pm. : tipn ""pin Supra. sTpm. SUprn 04m - . aupm. t 41pm. ! V-'pm 12pm. 2im ' thm. pa. 1 Oupm .Congress 10 40am Harona Hala. 10 27am Wkckenburg M (Mam Vulture 9 47am ... ..Hot Springs Junction..... 9 Ram -.Beardsley 9 15am .............Feorlo 8 Ham Glendnle. 8 4Xam . Alhambra 8 40am Ar... .Pnenlx- Lt 8 80am Wo. 1 makes eonneetiona at Ath Fork with , a P. vestibuked limited No. 8 from the sat. This is the finest train west of Chicago. So. 2 also eanneeta with A. A P. No. I from e wast. Persona desiring to stay over at Ash Fork ill find the bast of accommodations at Fred iarvey'e hoteL No. 2 makes close connection at Ash Fork ith A. A P. trains Nos. 1 and 4. A. A P. No. 1 eajehas San Francisco 10:4a a.m. second mom is. A. A P. No. 4 is a vest i baled train broughoat, lighted with pinten gas. dining ar running through. Los Angeles to Chicago, lining ears under the management of Fred larvey. with bis unexcelled service, care and ttentioo to bis guests. Noa. 1 and 2 connect at Jerome J a net ion rtt h trains of ü. V. A P. Kr. for Jerome. Connecting at Pi-sseott with stage lines for ill principo! minina eami at Congress with mil; at Phenix with the Maricopa At Phe ix Ry. for points on the S. P. Ry. This line is the best route to the Great Salt ilvsr Valley. For information regarding sls valley and the rich mining section t ribo xry to this road, address any Seat s FéRonte rtiraumatUe. or ;V GEO. M. SAROEXT, ""..Vrtml Ft and Pass. Agt, Prescott. Ar)x. ; UK T. NICHOLSON. . V 0..1PacVkati I.LmT 1 Asst. Geni Manager, Prescott, Aria. I IRA P. SMITH. 1 Commercial Agent, Pho-mlx, Aria. E. COPELAND. Geni Agent, El Paso, Texas. lacs lines for Haraua Hala. Station and Tar. Mall fteaedule. Daily from the east at 12 -SO and4 :10 p. m. : Daily from the west at 12 40 a. m. - Daily from Fort Apache stage line 7 JO a. m. Daily, except Monday, Springerville and St. (Tohna stage line at 7 -00 p. m. ' Semi-weekly from Seam's CaBon stage line M oeday and Friday) at 8 -JO a. m. - Weekly from Young and Heber (Saturday) 1 7 0 p. m. DaPABT. : Dally, east of Colorado at 10:4",batch_25
train_00237,"agstaff, Arisoaa. Ill erect tee la all the eoartaof Fourth Jadteiai District. T. W. JOHNSTON, ATTOHNEY-AT-IAW, Will practice ia the Courts of Navajo. Apea ho. Coooaibo and Mohave Counties",batch_25
train_00238,"ON, ATTORNEY-AT-LAW, J f (Distriet Attorney TavapaJ County.) ""ce la Court House, Prescott, Ariso",batch_25
train_00239,"GEORGE STONEMAN, VTTO Ii NEY-AT-LAW, ' WIXSI",batch_25
train_00240,"o wade through another one their lack of dissimilitude being so per fect. However, we herewith present our readers with a few points of the message. President Cleveland notes the opening of the free wool market in the Argentine Republic and also that the boundary 'differences be tween that nation and Brazil have been settled by arbitration in which this country acted as arbitrator. The resumption of specie payment by Chili is regarded as evincing the ascendency of sound financial prin ciples in that republic. "" .The close of the Chinese-Japanese war has developed a domestic con dition in the Chinese empire which has called for prompt attention, ow ing to the manifestation of the aver sion of the Chinese to all foreign ways and undertakings, mob attacks on foreign missions causing much loss of life and property have been the result. Although but one American suffered it is plainly the part of this government to take prompt action, and a special Ameri can commission has gone overland from Tien Tsin to demonstrate the readiness of our government to check similar outbursts. The cordial relations with France have been undisturbed, with, the ex ception that the treatment of John L. Waller, formerly United States consul at Tamative, Madagascar, re mains to be fully explained. Mr. Waller remained in Madagascar after his term of office expired, hav ing procured business concessions of value, and upon the declaration of martial law by t he French he was arrested upon various charges, tried and convicted by a military tribunal and sentenced to twenty years in prison. This government requested the records of that tribunal. The records of the court proceedings and charges have been procured, but the evidence is still missing. Meanwhile it appears tha.Mr. Waller's confine ment was not onerous. The presi dent recommends the acceptance ef the French invitation to participate in the Paris exposition of 1900. He especially commends the recent reso lution of the French chambers favor ing a permanent treaty of arbitra tion between the two countries. . Speaking of the proposition to re lieve the financial situation by the free coinage of silver at tho ratio of 16 to 1, the president declares no government, no human contrivance, no act of legislation has ever been able to hold the two metals togesher in free coinage at a ratio of appre ciable difference from that which is established in the markets of the world. A change in the standard to silver monometalism would bring a collapse to our entire j credit system. ' In reference ' to Venezuela tho do' V "" tei and suggests that Great Britain sub mit its claims to arbitration. The president touches briefly on the Hawaiian question, ending by saying: ""Mr. Thurston, the Hawai ian minister, furnished abundant reason for asking that he be recall ed."" A change in the alien laws is sug gested which will chock the vicious system wh'yh at present overcomes the immigration and contract labor laws. The president has no suggestions in the Nicaraguan case, but expects a peaceful settlement with such con sideration and indulgence toward Nicaragua as are consistent. Occurrences in Turkey, while ex citing concern, information is hard to obtain, but our consul at Sivas has been instructed to investigate. It is not the intention of this gov ernment to become entangled in the ea",batch_25
train_00241,"sh soldiers shall guard as an escort a party of American refugees to the coast. It is earnestly hoped that prompt and effective action on the part of the great European powers will not be delayed. Owing to the growth of American interests in for eign countries the improvement of the consular service is urged. In accordance with the recommen dation of the secretary of state, it has been decided to fill consular po sitions paying from $1,000 to 52,500 annually, by a promotion or transfer from some other position in the de partment of state. These promo tions are to be made by examination, and include 196 places.",batch_25
train_00242,"various ailments; and even the dead almost ""commanded to come forth"" like Lazarus of old; the pre dicted coming, by astronomers and others, of ""the star of Bethlehem,"" may be of interest to many. ""There are many astronomers who confidently predict its reappearance, and the recent disturbances in the heavenly bodies have encouraged some to believe that great astrono mical phenomenon is approaching. According to the calculations of the past, the star should appear some t ime between 1890 and 1895, and the present year being the last of the time set for it, there is considerable anxiety displayed by those interested in the question. In the year 1572 the star appeared the last time, and of its appearance then we have the most trustworthy account. 'One evening, as I was watchingHhe heav ans in my accustomed 'manner,' Tycho Brahe writes, 'I saw to my astonishment, in the constellation of Cassiopeia, a brilliant star of un usual clearness.' A few nights be fore this the author-astronomer, Cor nelius Gemma,' saw the star, and called it the ""new Venus."" Both men thought that this wonderfully brilliant phenomenon of the heav ans was the old star of Bethlehem, and its appearance at that time tal lied with its appearance in 1264, 945, 630 and 315. In 1254 the Bohemian astronomer and astrologer, Cyprian Lowitz, gives an account of the ap pearance in the heavens of a won derfully attractive star that had not been there before. In his accounts we have similar descriptions of the strange visitor, appearing suddenly and moving gradually away, until finally swallowed up in space. To him, also, we are indebted for an account of the same star which ap peared in 945, when the heavens seemed to be lighted up by this strange heavenly phenomenon. The Chinese chroniclers, who watch the heavens with great care, also men tion the appearance of a comet or a new heavenly body, which they isaster to their -ojr any ill luck anee to theirj rejoiced that the '0. ing down upon them. - . . ' ""There have been altogether twenty-six historical accounts of the appearance of strange new stars in the heavens. Many astronomers rea son from this that should an unusu ally brilliant star appear this year, it would not indicate that it was the old star of Bethlehem. They say that the wise men simply saw Venus at the time of its great splendor, others assume that the star was oc casioned by the conjunction of plan ets, or that it was a comet. In 1826 the German astronomer Ide",batch_25
train_00243,"ept over the whole globe. The coldness of the last winter is attrib uted by astronomers to the influence of the planets, and whenever a comet has approached the earth in the past, unusual weather has pre vailed beforehand, as if to announce its coming. Moreover, the powerful telescopes now used for scanning the heavens reveal an unusual num ber of eetysos, as if the disturbance had caused some of t he lesser bodies to travel u little out of their courses. The wonderful variable star Algol, in Feresus, for instance, has con stantly of late undergone great changes. .A dark body, almost as large as Algol; has several times blotted out its existence from our view. The appearance of this nuge .black object is a mystery to astronomers today. Then the snows of Mars, which have so long been visible to powerful telescopes, have gradually disappeared. Early last October it was reported that the polar snow cap of Mars had entirely disappeared. No such rapid and un explained disappearance of the snow on the earth or on Mars has ever before been reported. Jupiter, in its recent appearances, has been more brilliantly belted than ever before, and as it rises, it dis plays an unwonted profusion of color. Venus has been shrouded in more or less showers of meteors, so that its face could not be seen dis tinctly, but when the atmosphere did for a short time clear up, it shone with unusual brilliancy. Its bright ness in the last few months has at tracted much attention, even among those who are not expert ""star gaz ers."" All these facts taken in con junction with the changing condi tion of the weather upon the earth, have lead many to predict the ap proach ofsomet ning. unusual in the solar system. -Thi object will very likely, be a new' star, comet or won derful conjunctio",batch_25
train_00244,"o has never heard of is. Its tone carries one away back to the deeds and dar ing of men that will live on and on, and to this day the ""Hassayamper"" is held in reverent regard by all who face him. Its past is the life of the country. Following the men who camped on its rugged banks and be came innoculated with that inspira tion known in poetry and song to only its waters, the founders of that to greet the tender foot is presented again in all of its magnificence like it was tho first caravan of old. As to the origin of its name there are two sides to the question. One is that the . Yavapai-Yuma Indian dialect says it signifies running wat er, while from another source the story goes that the Spanish crusad ers while passing through this sec- ""wvears ago cap-Lured a ing to escape, oui jv. mortally wounded, and while in lue' throes of death pointed to his sweet heart and passionately exclaimed, ""Hassayampa."" From this act of af fection, the present name is said to have been chronicled in the charts designating the location of that stream, and as interpreted is believ ed to mean ""Beautiful Maiden."" Orrick Jackson in Journal-Miner. Ourself was one of those ""pros pectors of the early days,"" and did that sort of thing along the East Fork of the Hassayampa as early as 18&1. But so far as that romantic story of the ""Spanish crusaders"" aeul the never failing ""beautiful Indian maiden,"" etc., etc., is concerned, am of the opinion it should bo classed along with other mythology, and of equal credence and no more. ",batch_25
train_00245,"aters AJtnough Growing Fouler Every Year. They Are Not Devoid of Ufe. Will there be another Sea of Sodom? Lieut. Lynch, of the United States navy, has established the fact, pre viously not known with consummate accuracy, that the depression of the Dead sea (also known as the Sea of Lot and in the Scriptures as the Salt sea) is over thirteen hundred feet below the level of tha Mediterranean, while that of Lake Oenesaret is eight hundred feet lower than the ocean. The measure ments were made twenty years ago, a long period in a semi-volcanic region. Lake Genesaret is connected with the Dead sea by the Jordan flowing through it from north to south, and engineers and scientists are satisfied that the bed of the Jordan is gradually sinking. My 1 ... 1 . - , - 7 , , T?f ; ra .win UlUiK. Ul ins lUiiauimuwu! the neighboring towns and villages in dicate that the lake is continuously fall ing toward the bottom, while the water is becoming denser from year to year. The salt strata in its neighborhood are growing constantly, it seems, and sul phur springs are becoming frequent on the plains surrounding it. In the north and east of the lake the palm trees, some of them alive, more of them dead and barren, rise above the water at a distance of from twenty to forty feet from shore. That they should have taken root in the water 13 impossible, and the supposition is that originally they stood on islands submerged with the sinking of the lake s bottom. The catastrophe which resulted in the destruction of the cities of Sodom and Gomorrah and in the formation of the Dead sea is computed to have oc- corred about nineteen hundred years before Christ. The Dead sea has puz zled scientists ever since, and many of its remarkable features have now been explained. Its depression below the level of the Mediterranean is the deep est known on earlh. The bottom of Lake Genesaret is on a much higher level at present, but if it continues to sink as it has done in the last twenty years a repetition of the events of fouT thousand years ago is not improbable. As the world has not been treated to a spectacle of terrestrial evolutions on a grand scale within hundreds of years, the creation of a second Dead sea with in the compass of ordinary travel would surely attract the attention of all civi lized nations, and at the same time help to solve many problems of a scien tific nature. Josephus, who was born in S7 B, C, reports that the water of Genesaret was ""clear as crystal, sweet and whole some."" I tried to drink of it, but found it putrid and nauseating. It left a salty taste in the mouth. I asked the fishermen, pl3'ing their trade on the lake as in Biblical days, whether the water was always unfit for drinking purposes, and received answer that it grew more and more foul every year. This seems to indicate that the sur mises as to the change of conditions in the lake are correct. The water of the TWftf? cpn fi Q icTvi.11 Iriinim ia PTitirpl tt unfit for uso by man. The stench aris ing from it creates a pestilential atmos phere for many miles around. I have never been able to approach the lake in summer, but the natives have in formed me that about this time of the year the water, even a foot below the surface, acquires a temperature of ninety degrees. It Ikis been observed that past midnight the temperature of the water on the surface measured in the. neighborhood of one hundred de grees. There is. however, one false im pression in the pubiij mind to be cor rected. The Dead sea is not dead as to animal life. ITnwks, partridges, frogs and pigeons are numerous upon its shores, and all sorts of crawling in sects abound there; the sluggish wa ters, too, arc covered with ducks in fact, the fauna is the same as that in habiting the shores of Lake Genesaret, with this difference, however: All specimens of the üiiimul world about Sthe Dead sea are slate colored, while those enlivening the uUores and surface of Lake Genesaret wear their ordinary plumage and scaly dress respectively. The Lake Geue aret, also called the Sea of Tiberias or Galilee, is situated sixty-five miles north of the Dead sea. Its extreme length i-j fifteen miles, its greatest width mx and three-fourths miles. The water is very deep at the shores. In some spots its depth meas ures one hundred and sixty feet, in others seven humlrcd and fifty and more. In the northeast and northwest the shores re fi.it and swampy; the mountains of S-jfed aporca the lake in the north; ia li.e went we liave the hills of El-IIatmn:i and Ilattin. The volcanic plateau of Juuiaa commences in the east; it is distinguished for many dead craters; its greatest s height is called Ilermou. and ii. wear:, an eternal snow cap. Palms that bring forth no fruiting, papyrus plants and oleander flourish in the neighborhood of the shore. The stones at. the edge of the water are literally covered with turtles, some of which grow over a foot and a half long. Ducks are ple",batch_25
train_00246," come to a boil. Bub two egps with flour nntil ia little flakes or frrainb; stir into the milk quickly and cook for five minutes. Serve with cream and sugar. Dome. New Cheese Sandwich. Cut brown bread into very t: slices, buttering lightly. Lay bc ivo of these slices, sandwich f of cream cheese made which has been Housekeeper. Tea Rolls Take one pi and flour enough to make a batter?- tablespoonfuls of yeast; set this sponge to rise over mrht. and let them riaeuu- . til Tgrht Bake in a flour, one egg well beaten, a piece of butter and laid tn.r size of an egg. well mixed; then set aside to r'se; make in small rolls and let theinrise uutil light. Bake in a quick oven. Detroit Free Press. Orange Pudding. Four or five oranges, sliced, sprinkle sugar over. let stand two or three hours, one pint of milk; let it come to a boil; beat 1 ' , 1 yelks of thrce CZZ two tablespoonfuls . c",batch_25
train_00247,"minute, then pour over the slioécí""-. -.' oranges and stir all together; beat ! whites of three eggs with one cupfu",batch_25
train_00248,"oa iop. uuswa Globe. Codfish Ralls. Pick two cnpfuls of codfish into pieces, cover with cold water, let stand for half an hour. Drain, pour boiling water over and let stand on the lire ten minutes. 'ouroiitha water, pi ess the codfish : urVi mix two cupfuis 0f boiled mashc1 potatoj. a íubu-spoonful of ! baU(?r t,TO tai-.u-spcLviiuia of cream and a snliwv'!:! of popper. Form into balls. ' -iit into beaten eeg, then in r v l?cad crumbs and . ' r fry in by Viric Farmer. i Qnrt Qf frV , !íí u . ""Mding. '. alf a In a tea- cupful . of suirar. nuil ati.l h.. 1 , rie, carefully cleai Stir in two ouncps of to tho taste with ",batch_25
train_00249,".. .V .V,.- ; VOL. III. IIOLBROOK, ARIZONA, SATURDAY, JANUARY 22, 18",batch_25
train_00250,"Newport has been made a money-order station. The Western Union has purchased the new Kramer-Randsburg telegraph line. The First National Bank of Santa Ana has declared a t per cent, divi dend. The Riverside Supervisors have placed a 5-cent bounty on rabbit scalps. Leonard W. Head has been ap pointed postmaster at Bolsa, Orange county. The gunboat Pinta is to be assigned to San Diego for the use of the naval reserve. San Luis Obispo is contemplating putting in an eight or ten-box fire alarm, system. A new lemon pest has appeared in Los Angeles county, and orchardists are worrying. During 1897, 257 marriage licenses were issued in San Diego county and 209 in San Bernardino. The townsite if Oxnard is to be laid out in the vicinity of Ventura county's new sugar factory. It is reported that Gov. Budd will attempt to reorganize the Board of Trustees of the Whittier school. It is stated that the California Eastern Railroad is to be extended from Manvel to Good Springs, Nev. The passenger train over the Oceanside and National City road has been supplied '-vith a mail coach. The Santa Ana City Trustees have called an election for February 5 on the proposition to issue $65,000 sewer bonds. The Santa Fé Pacific has named two of its stations where it gets warmest on the Mojave 'Desert, Klondike and Siberia. There have been 626 mortgages can celled in San Bernardino county dur ing the past year, representing $1, 492,137. The Glendora Fruit Association will erect a one-story basement packing-house in Alosta this month, to cost $1345. The San Diego Garbage Crematory Company, with a capital of $10.000, has made a proposition to dispose of the garbage. Santa Barbara Supervisors have adopted an ordinance granting a bounty of 2 cents lor squirrel and gopher scalps. The San Diego Aldermen have de clined to accept the crematory as it was not constructed according to plant and specifications. The Redlands Record on January 1 enlarged from four to eight pages. It is now one of the neatest little dailies in Southern California. Col. Harrison Gray Otis, editor of the Los Angeles Times, has gone to Washington, where he will oppose the Hawaiian annexation treaty. It is said that a Los Angeles capi talist is contemplating the building of a new theater in that city for Gus tave Walter of the Orpheum circuit. A franchise for a telephone system has been granted John B. Wright by the Yuma City Council. The line will be in operation on or before June 1. At Fresno, recently, Capt. W. A. Johnson of Stockton was elected lieutenant-colonel of the Sixth Regi ment, N.G.C., to succeed Col. Chis holm. George Lord of San Bernardino.aged 98 years, now at the point of death, is ' the oldest Mason and Odd Fellow in years and service in the United States if not in the world. An effort is being made to cancel the electric lighting contract recently let by the San Bernardino City Trus tees. It was made for a term of years and is illegal. The fir",batch_25
train_00251,"e very Reverend Father Junípero Serra, who walked i,up from Loreto,' over four hundred miles. The Union Land and Water Com pany's canal will be ten to twelve miles long, and will head at West Yuma, where the water will be pumped from tfie Colorado. The new board, of directors of the San Diego Chamber of Commerce has organized by electing R. A. Thomas president, R. V. Dodge,",batch_25
train_00252,"ew Year's. There was eight inches of snow, and the mercury was down to 18 deg. Los Angeles is something of a place for securing divorces itself. A record of about four hundred cases instituted and over two hundred and fifty de crees granted, puts the city right in the lead. Charles Cassat Davis, the represen tative of the Fourth Ward in the Los Angeles Board of Education, is now president of that body. He was elected by a vote of 4 to 2 over Di rector Poor. The contract for the construction of a bridge across the arroyo to the Campbell-Johnstone tract has been let -to Sawyer & Arthur of Los Ange les, who must build the bridge in ninety days. C. L. Sturgis of Escondido has in vented a balloting machine after many years of study and work. The ma chine is ingenious and Is far ahead of the several voting machines that have been invented. The remaining two contracts for the completion of the new Courthouse at San Bernardino have been awarded that for hot water beating to Hol brook, Merrill & Stetson, $2645; mar ble work, Stone Bros., $4320. The Colton, Cal., cement works are getting out 170 barrels of cement per day, and the daily shipments are now averaging three carloads. A sale of 6500 barrels was recently made to the San Gabriel Electric Company. W. L. Moore, chief of the Weather Bureau Service, has notified Con gressman M. A. Smith of Arizona that a second service-station will soon be started in Arizona, probably at Flag stafT, in the high plateau region. A new water system for the foothill suburb of Santa Barbara has ' been inaugurated. Twenty thousand feet of pipe has been ordered, and water will be piped from J. L. Barber's tun nel over a thousand-acre tract. A submerged rock is reported on the further side of Catalina Island. The rock is said to be situated on the southerly side of the island, at a point opposite Avalon, or nearly so. it is said to be covered with about six feet of water, and therefore in a position highly menacing to vessels navigated in that locality. The contract has been let for the new building for Occidetal College at Highland Park, between Los Ange les and Pasadena. The architecture is of the Mission Renaissance style. The main building will be two stories and basement, with a tower equiva lent to four stories, it will occupy an area of 89x72 feet. Los Angeles will probably have a glass factory in the near future. The Atlantic Coast Glass Company of Bar nezat, N. J., has written a letter of inquiry to the Board of Trade. If good glass sand is obtainable, a plant will be at once erected. This company is one of the largest glass manufac turers in the United States. Game Warden Dunn of San Diego has received a crate of six Mongolian pheasants from the State Fish Com missioners, for breeding. Only three crates of the pheasants were sent by the Fish Commissioners to South ern California, the other two coming no further south than Los Angeles. The 10-inch mortar oresented to the Grand Army posts of San Diego has arrived. The barrel is 3 feet long and the gun weighs 3800 pounds. At Ballast Point the huge coast defense guns are being placed in position. One of the guns weighs 67,000 pounds. It will be placed in a disappearing gun carriage weighing 245,000 pounds. Count von Goetzen, military attache of the German embassy, was married in Washington to Mrs. Mary Stanley at the residence of his bride. The Count and his bride have started for a trip across the continent. They will stay for a time at Los Angeles, and will then go to Berlin, where Count von Goetzen will rejoin his regiment, now at Potsdam. The latest report of the postal re ceipts at the Los Angeles postofiire shovji some interesting figures, as compared with the receipts of last year. For the quarter ending Decem ber 31, 1896, the receipts were $49, 995.27; for the quarter ending Decem",batch_25
